ID,Category,Subcategory,Size,Color,Material,Brand,Price Range,Rating,In Stock,Shipping Weight,Age Group
958,Electronics,Tablets,Small,Green,Wood,Beta,Mid-range,3,false,18.34,Adults
959,Clothing,Shoes,Small,Green,Plastic,Beta,Premium,2,false,9.13,Teens
960,Sports,Equipment,Small,Purple,Glass,Delta,Luxury,3,true,18.03,Seniors
961,Electronics,Tablets,Medium,Purple,Plastic,Beta,Mid-range,1,true,18.10,Adults
962,Electronics,Laptops,Large,Purple,Plastic,Alpha,Premium,2,true,8.63,Adults
963,Food,Beverages,Large,Green,Plastic,Beta,Mid-range,5,true,6.31,Children
964,Food,Snacks,Small,Black,Glass,Epsilon,Premium,2,true,4.89,Adults
965,Electronics,Laptops,Small,White,Cotton,Gamma,Premium,4,true,11.54,Seniors
966,Home,Furniture,Large,White,Metal,Gamma,Budget,5,true,2.04,Adults
967,Electronics,Tablets,Small,Black,Leather,Alpha,Luxury,4,true,2.92,Teens
968,Home,Bath,Large,Black,Plastic,Delta,Premium,4,true,8.56,Seniors
969,Electronics,Laptops,Medium,White,Cotton,Epsilon,Premium,3,true,6.91,Seniors
970,Food,Fresh,Medium,Yellow,Glass,Gamma,Budget,1,true,8.94,Seniors
971,Food,Fresh,Small,Black,Cotton,Beta,Luxury,1,false,17.62,Adults
972,Food,Frozen,Small,Yellow,Leather,Epsilon,Luxury,2,false,11.50,Children
973,Sports,Apparel,Small,Purple,Cotton,Beta,Budget,5,true,9.99,Adults
974,Home,Kitchen,Medium,Purple,Glass,Epsilon,Premium,5,true,19.94,Teens
975,Sports,Apparel,Small,Blue,Plastic,Epsilon,Luxury,5,false,0.34,Teens
976,Home,Furniture,Large,Green,Cotton,Delta,Mid-range,2,false,8.14,Adults
977,Food,Beverages,Medium,Red,Wood,Gamma,Premium,4,false,2.39,Seniors
978,Food,Fresh,Small,Yellow,Plastic,Delta,Premium,4,true,14.14,Adults
979,Food,Beverages,Small,Green,Glass,Epsilon,Premium,5,true,1.38,Children
980,Electronics,Accessories,Small,Red,Cotton,Delta,Mid-range,2,true,18.96,Children
981,Food,Fresh,Medium,Black,Glass,Epsilon,Premium,1,true,1.95,Adults
982,Home,Kitchen,Medium,Red,Leather,Alpha,Premium,2,true,10.14,Teens
983,Electronics,Tablets,Large,White,Metal,Gamma,Luxury,2,true,4.74,Adults
984,Clothing,Shoes,Large,Red,Cotton,Beta,Mid-range,3,true,17.10,Children
985,Food,Snacks,Large,Blue,Leather,Epsilon,Luxury,5,false,4.50,Adults
986,Sports,Accessories,Small,Black,Wood,Epsilon,Premium,3,false,14.99,Adults
987,Sports,Accessories,Large,Yellow,Plastic,Gamma,Luxury,2,true,4.89,Adults
988,Sports,Nutrition,Medium,Red,Wood,Beta,Mid-range,4,true,17.41,Children
989,Home,Decor,Large,Black,Plastic,Gamma,Luxury,5,false,5.53,Children
990,Food,Fresh,Medium,Black,Metal,Beta,Luxury,3,true,19.99,Seniors
991,Electronics,Tablets,Small,Blue,Leather,Alpha,Luxury,4,true,6.61,Seniors
992,Home,Kitchen,Small,Green,Glass,Delta,Premium,4,true,0.98,Teens
993,Home,Decor,Medium,Blue,Leather,Delta,Mid-range,1,true,3.61,Adults
994,Electronics,Accessories,Medium,Yellow,Leather,Alpha,Luxury,1,true,9.78,Seniors
995,Electronics,Accessories,Large,Yellow,Wood,Beta,Budget,4,false,0.94,Children
996,Clothing,Dresses,Medium,Red,Cotton,Alpha,Mid-range,1,true,14.94,Adults
997,Clothing,Shirts,Large,Yellow,Leather,Epsilon,Budget,4,true,7.01,Adults
998,Home,Furniture,Small,White,Metal,Gamma,Budget,1,true,16.36,Teens
999,Food,Frozen,Small,Red,Metal,Epsilon,Premium,4,false,0.44,Seniors
1000,Sports,Apparel,Medium,Yellow,Plastic,Delta,Luxury,2,true,13.40,Teens
