ID,Value,Squared,Cubed,Square Root,Natural Log,Sine,Cosine,Is Even
7030,37,49420900,347428927000,83.845,8.858,-0.774,0.634,true
7031,65,49434961,347577210791,83.851,8.858,0.115,0.993,false
7032,78,49449024,347725536768,83.857,8.858,0.898,0.440,true
7033,19,49463089,347873904937,83.863,8.858,0.855,-0.518,false
7034,87,49477156,348022315304,83.869,8.859,0.026,-1.000,true
7035,67,49491225,348170767875,83.875,8.859,-0.827,-0.562,false
7036,46,49505296,348319262656,83.881,8.859,-0.920,0.392,true
7037,37,49519369,348467799653,83.887,8.859,-0.167,0.986,false
7038,82,49533444,348616378872,83.893,8.859,0.740,0.673,true
7039,63,49547521,348765000319,83.899,8.859,0.966,-0.259,false
7040,1,49561600,348913664000,83.905,8.859,0.304,-0.953,true
7041,53,49575681,349062369921,83.911,8.860,-0.637,-0.771,false
7042,46,49589764,349211118088,83.917,8.860,-0.993,0.120,true
7043,74,49603849,349359908507,83.923,8.860,-0.436,0.900,false
7044,66,49617936,349508741184,83.929,8.860,0.522,0.853,true
7045,20,49632025,349657616125,83.934,8.860,1.000,0.022,false
7046,58,49646116,349806533336,83.940,8.860,0.558,-0.830,true
7047,77,49660209,349955492823,83.946,8.860,-0.396,-0.918,false
7048,43,49674304,350104494592,83.952,8.860,-0.987,-0.162,true
7049,43,49688401,350253538649,83.958,8.861,-0.670,0.743,false
7050,99,49702500,350402625000,83.964,8.861,0.263,0.965,true
7051,57,49716601,350551753651,83.970,8.861,0.954,0.300,false
7052,95,49730704,350700924608,83.976,8.861,0.768,-0.641,true
7053,60,49744809,350850137877,83.982,8.861,-0.124,-0.992,false
7054,72,49758916,350999393464,83.988,8.861,-0.902,-0.432,true
7055,81,49773025,351148691375,83.994,8.861,-0.851,0.526,false
7056,72,49787136,351298031616,84.000,8.862,-0.017,1.000,true
7057,100,49801249,351447414193,84.006,8.862,0.832,0.555,false
7058,88,49815364,351596839112,84.012,8.862,0.916,-0.401,true
7059,83,49829481,351746306379,84.018,8.862,0.158,-0.987,false
7060,52,49843600,351895816000,84.024,8.862,-0.746,-0.666,true
7061,75,49857721,352045367981,84.030,8.862,-0.964,0.267,false
7062,64,49871844,352194962328,84.036,8.862,-0.296,0.955,true
7063,60,49885969,352344599047,84.042,8.863,0.644,0.765,false
7064,36,49900096,352494278144,84.048,8.863,0.992,-0.129,true
7065,95,49914225,352643999625,84.054,8.863,0.428,-0.904,false
7066,11,49928356,352793763496,84.060,8.863,-0.530,-0.848,true
7067,72,49942489,352943569763,84.065,8.863,-1.000,-0.013,false
7068,21,49956624,353093418432,84.071,8.863,-0.551,0.835,true
7069,94,49970761,353243309509,84.077,8.863,0.405,0.914,false
7070,88,49984900,353393243000,84.083,8.864,0.988,0.154,true
7071,19,49999041,353543218911,84.089,8.864,0.663,-0.748,false
7072,78,50013184,353693237248,84.095,8.864,-0.271,-0.962,true
7073,66,50027329,353843298017,84.101,8.864,-0.957,-0.292,false
7074,83,50041476,353993401224,84.107,8.864,-0.762,0.647,true
7075,74,50055625,354143546875,84.113,8.864,0.133,0.991,false
7076,93,50069776,354293734976,84.119,8.864,0.906,0.424,true
7077,38,50083929,354443965533,84.125,8.865,0.846,-0.533,false
7078,93,50098084,354594238552,84.131,8.865,0.008,-1.000,true
7079,65,50112241,354744554039,84.137,8.865,-0.837,-0.547,false
7080,99,50126400,354894912000,84.143,8.865,-0.913,0.409,true
7081,70,50140561,355045312441,84.149,8.865,-0.149,0.989,false
7082,44,50154724,355195755368,84.155,8.865,0.751,0.660,true
7083,54,50168889,355346240787,84.161,8.865,0.961,-0.276,false
7084,73,50183056,355496768704,84.167,8.866,0.287,-0.958,true
7085,38,50197225,355647339125,84.172,8.866,-0.651,-0.759,false
7086,51,50211396,355797952056,84.178,8.866,-0.991,0.137,true
7087,50,50225569,355948607503,84.184,8.866,-0.420,0.908,false
7088,65,50239744,356099305472,84.190,8.866,0.537,0.844,true
7089,12,50253921,356250045969,84.196,8.866,1.000,0.004,false
7090,86,50268100,356400829000,84.202,8.866,0.544,-0.839,true
7091,52,50282281,356551654571,84.208,8.867,-0.413,-0.911,false
7092,21,50296464,356702522688,84.214,8.867,-0.989,-0.145,true
7093,75,50310649,356853433357,84.220,8.867,-0.657,0.754,false
7094,10,50324836,357004386584,84.226,8.867,0.280,0.960,true
7095,48,50339025,357155382375,84.232,8.867,0.959,0.283,false
7096,69,50353216,357306420736,84.238,8.867,0.756,-0.654,true
7097,17,50367409,357457501673,84.244,8.867,-0.142,-0.990,false
7098,88,50381604,357608625192,84.250,8.868,-0.910,-0.416,true
7099,70,50395801,357759791299,84.256,8.868,-0.841,0.541,false
7100,30,50410000,357911000000,84.261,8.868,0.001,1.000,true
7101,98,50424201,358062251301,84.267,8.868,0.842,0.540,false
7102,61,50438404,358213545208,84.273,8.868,0.909,-0.417,true
7103,67,50452609,358364881727,84.279,8.868,0.141,-0.990,false
7104,84,50466816,358516260864,84.285,8.868,-0.757,-0.653,true
7105,83,50481025,358667682625,84.291,8.869,-0.959,0.284,false
7106,9,50495236,358819147016,84.297,8.869,-0.279,0.960,true
7107,47,50509449,358970654043,84.303,8.869,0.657,0.754,false
7108,46,50523664,359122203712,84.309,8.869,0.989,-0.146,true
7109,59,50537881,359273796029,84.315,8.869,0.412,-0.911,false
7110,11,50552100,359425431000,84.321,8.869,-0.545,-0.839,true
7111,82,50566321,359577108631,84.327,8.869,-1.000,0.005,false
7112,67,50580544,359728828928,84.333,8.870,-0.536,0.844,true
7113,33,50594769,359880591897,84.339,8.870,0.421,0.907,false
7114,83,50608996,360032397544,84.345,8.870,0.991,0.136,true
7115,59,50623225,360184245875,84.350,8.870,0.650,-0.760,false
7116,23,50637456,360336136896,84.356,8.870,-0.288,-0.957,true
7117,32,50651689,360488070613,84.362,8.870,-0.962,-0.275,false
7118,72,50665924,360640047032,84.368,8.870,-0.751,0.661,true
7119,44,50680161,360792066159,84.374,8.871,0.150,0.989,false
7120,48,50694400,360944128000,84.380,8.871,0.913,0.408,true
7121,34,50708641,361096232561,84.386,8.871,0.836,-0.548,false
7122,59,50722884,361248379848,84.392,8.871,-0.009,-1.000,true
7123,75,50737129,361400569867,84.398,8.871,-0.847,-0.532,false
7124,2,50751376,361552802624,84.404,8.871,-0.905,0.425,true
7125,7,50765625,361705078125,84.410,8.871,-0.132,0.991,false
7126,100,50779876,361857396376,84.416,8.872,0.763,0.646,true
7127,20,50794129,362009757383,84.422,8.872,0.956,-0.293,false
7128,33,50808384,362162161152,84.427,8.872,0.270,-0.963,true
7129,47,50822641,362314607689,84.433,8.872,-0.664,-0.748,false
7130,7,50836900,362467097000,84.439,8.872,-0.988,0.155,true
7131,46,50851161,362619629091,84.445,8.872,-0.403,0.915,false
7132,7,50865424,362772203968,84.451,8.872,0.552,0.834,true
7133,1,50879689,362924821637,84.457,8.872,1.000,-0.014,false
7134,11,50893956,363077482104,84.463,8.873,0.529,-0.849,true
7135,40,50908225,363230185375,84.469,8.873,-0.429,-0.903,false
7136,76,50922496,363382931456,84.475,8.873,-0.992,-0.127,true
7137,90,50936769,363535720353,84.481,8.873,-0.643,0.766,false
7138,31,50951044,363688552072,84.487,8.873,0.297,0.955,true
7139,54,50965321,363841426619,84.493,8.873,0.964,0.266,false
7140,16,50979600,363994344000,84.499,8.873,0.745,-0.667,true
7141,89,50993881,364147304221,84.504,8.874,-0.159,-0.987,false
7142,92,51008164,364300307288,84.510,8.874,-0.917,-0.399,true
7143,56,51022449,364453353207,84.516,8.874,-0.831,0.556,false
7144,44,51036736,364606441984,84.522,8.874,0.018,1.000,true
7145,49,51051025,364759573625,84.528,8.874,0.851,0.525,false
7146,21,51065316,364912748136,84.534,8.874,0.902,-0.433,true
7147,96,51079609,365065965523,84.540,8.874,0.123,-0.992,false
7148,70,51093904,365219225792,84.546,8.875,-0.769,-0.640,true
7149,99,51108201,365372528949,84.552,8.875,-0.954,0.301,false
7150,19,51122500,365525875000,84.558,8.875,-0.262,0.965,true
7151,56,51136801,365679263951,84.564,8.875,0.671,0.742,false
7152,24,51151104,365832695808,84.569,8.875,0.987,-0.164,true
7153,80,51165409,365986170577,84.575,8.875,0.395,-0.919,false
7154,63,51179716,366139688264,84.581,8.875,-0.559,-0.829,true
7155,27,51194025,366293248875,84.587,8.876,-1.000,0.023,false
7156,78,51208336,366446852416,84.593,8.876,-0.521,0.854,true
7157,97,51222649,366600498893,84.599,8.876,0.437,0.900,false
7158,29,51236964,366754188312,84.605,8.876,0.993,0.119,true
7159,29,51251281,366907920679,84.611,8.876,0.636,-0.771,false
7160,18,51265600,367061696000,84.617,8.876,-0.305,-0.952,true
7161,66,51279921,367215514281,84.623,8.876,-0.966,-0.258,false
7162,68,51294244,367369375528,84.629,8.877,-0.739,0.674,true
7163,51,51308569,367523279747,84.635,8.877,0.168,0.986,false
7164,37,51322896,367677226944,84.640,8.877,0.920,0.391,true
7165,87,51337225,367831217125,84.646,8.877,0.826,-0.563,false
7166,64,51351556,367985250296,84.652,8.877,-0.027,-1.000,true
7167,48,51365889,368139326463,84.658,8.877,-0.856,-0.517,false
7168,5,51380224,368293445632,84.664,8.877,-0.898,0.441,true
7169,84,51394561,368447607809,84.670,8.878,-0.114,0.993,false
7170,5,51408900,368601813000,84.676,8.878,0.774,0.633,true
7171,62,51423241,368756061211,84.682,8.878,0.951,-0.310,false
7172,60,51437584,368910352448,84.688,8.878,0.253,-0.967,true
7173,99,51451929,369064686717,84.694,8.878,-0.677,-0.736,false
7174,46,51466276,369219064024,84.699,8.878,-0.985,0.172,true
7175,2,51480625,369373484375,84.705,8.878,-0.387,0.922,false
7176,16,51494976,369527947776,84.711,8.878,0.567,0.824,true
7177,12,51509329,369682454233,84.717,8.879,1.000,-0.032,false
7178,84,51523684,369837003752,84.723,8.879,0.513,-0.858,true
7179,19,51538041,369991596339,84.729,8.879,-0.445,-0.896,false
7180,72,51552400,370146232000,84.735,8.879,-0.994,-0.110,true
7181,7,51566761,370300910741,84.741,8.879,-0.629,0.777,false
7182,47,51581124,370455632568,84.747,8.879,0.314,0.949,true
7183,60,51595489,370610397487,84.753,8.879,0.969,0.249,false
7184,13,51609856,370765205504,84.758,8.880,0.733,-0.680,true
7185,70,51624225,370920056625,84.764,8.880,-0.177,-0.984,false
7186,83,51638596,371074950856,84.770,8.880,-0.924,-0.383,true
7187,100,51652969,371229888203,84.776,8.880,-0.821,0.570,false
7188,13,51667344,371384868672,84.782,8.880,0.036,0.999,true
7189,13,51681721,371539892269,84.788,8.880,0.860,0.510,false
7190,25,51696100,371694959000,84.794,8.880,0.894,-0.449,true
7191,95,51710481,371850068871,84.800,8.881,0.105,-0.994,false
7192,46,51724864,372005221888,84.806,8.881,-0.780,-0.626,true
7193,10,51739249,372160418057,84.812,8.881,-0.948,0.318,false
7194,50,51753636,372315657384,84.817,8.881,-0.245,0.970,true
7195,97,51768025,372470939875,84.823,8.881,0.684,0.730,false
7196,19,51782416,372626265536,84.829,8.881,0.983,-0.181,true
7197,91,51796809,372781634373,84.835,8.881,0.379,-0.925,false
7198,7,51811204,372937046392,84.841,8.882,-0.574,-0.819,true
7199,91,51825601,373092501599,84.847,8.882,-0.999,0.040,false
7200,26,51840000,373248000000,84.853,8.882,-0.506,0.863,true
7201,12,51854401,373403541601,84.859,8.882,0.453,0.892,false
7202,96,51868804,373559126408,84.865,8.882,0.995,0.101,true
7203,73,51883209,373714754427,84.870,8.882,0.623,-0.783,false
7204,22,51897616,373870425664,84.876,8.882,-0.322,-0.947,true
7205,18,51912025,374026140125,84.882,8.883,-0.971,-0.240,false
7206,75,51926436,374181897816,84.888,8.883,-0.727,0.687,true
7207,87,51940849,374337698743,84.894,8.883,0.185,0.983,false
7208,70,51955264,374493542912,84.900,8.883,0.927,0.375,true
7209,50,51969681,374649430329,84.906,8.883,0.816,-0.577,false
7210,87,51984100,374805361000,84.912,8.883,-0.045,-0.999,true
7211,5,51998521,374961334931,84.918,8.883,-0.865,-0.502,false
7212,29,52012944,375117352128,84.923,8.884,-0.890,0.457,true
7213,27,52027369,375273412597,84.929,8.884,-0.097,0.995,false
7214,65,52041796,375429516344,84.935,8.884,0.785,0.619,true
7215,25,52056225,375585663375,84.941,8.884,0.945,-0.326,false
7216,71,52070656,375741853696,84.947,8.884,0.236,-0.972,true
7217,91,52085089,375898087313,84.953,8.884,-0.690,-0.724,false
7218,12,52099524,376054364232,84.959,8.884,-0.982,0.190,true
7219,63,52113961,376210684459,84.965,8.884,-0.371,0.929,false
7220,42,52128400,376367048000,84.971,8.885,0.581,0.814,true
7221,53,52142841,376523454861,84.976,8.885,0.999,-0.049,false
7222,1,52157284,376679905048,84.982,8.885,0.498,-0.867,true
7223,100,52171729,376836398567,84.988,8.885,-0.460,-0.888,false
7224,26,52186176,376992935424,84.994,8.885,-0.996,-0.092,true
7225,21,52200625,377149515625,85.000,8.885,-0.616,0.788,false
7226,42,52215076,377306139176,85.006,8.885,0.331,0.944,true
7227,76,52229529,377462806083,85.012,8.886,0.973,0.232,false
7228,13,52243984,377619516352,85.018,8.886,0.721,-0.693,true
7229,68,52258441,377776269989,85.024,8.886,-0.194,-0.981,false
7230,88,52272900,377933067000,85.029,8.886,-0.930,-0.367,true
7231,88,52287361,378089907391,85.035,8.886,-0.811,0.585,false
7232,95,52301824,378246791168,85.041,8.886,0.054,0.999,true
7233,34,52316289,378403718337,85.047,8.886,0.869,0.494,false
7234,59,52330756,378560688904,85.053,8.887,0.886,-0.464,true
7235,93,52345225,378717702875,85.059,8.887,0.088,-0.996,false
7236,15,52359696,378874760256,85.065,8.887,-0.791,-0.612,true
7237,70,52374169,379031861053,85.071,8.887,-0.942,0.335,false
7238,89,52388644,379189005272,85.076,8.887,-0.227,0.974,true
7239,72,52403121,379346192919,85.082,8.887,0.697,0.718,false
7240,47,52417600,379503424000,85.088,8.887,0.980,-0.198,true
7241,98,52432081,379660698521,85.094,8.888,0.363,-0.932,false
7242,55,52446564,379818016488,85.100,8.888,-0.588,-0.809,true
7243,59,52461049,379975377907,85.106,8.888,-0.998,0.058,false
7244,95,52475536,380132782784,85.112,8.888,-0.490,0.871,true
7245,45,52490025,380290231125,85.118,8.888,0.468,0.884,false
7246,14,52504516,380447722936,85.123,8.888,0.997,0.083,true
7247,23,52519009,380605258223,85.129,8.888,0.609,-0.794,false
7248,21,52533504,380762836992,85.135,8.888,-0.339,-0.941,true
7249,93,52548001,380920459249,85.141,8.889,-0.975,-0.223,false
7250,76,52562500,381078125000,85.147,8.889,-0.714,0.700,true
7251,80,52577001,381235834251,85.153,8.889,0.203,0.979,false
7252,66,52591504,381393587008,85.159,8.889,0.934,0.358,true
7253,98,52606009,381551383277,85.165,8.889,0.806,-0.592,false
7254,66,52620516,381709223064,85.170,8.889,-0.063,-0.998,true
7255,32,52635025,381867106375,85.176,8.889,-0.874,-0.487,false
7256,12,52649536,382025033216,85.182,8.890,-0.882,0.472,true
7257,49,52664049,382183003593,85.188,8.890,-0.079,0.997,false
7258,26,52678564,382341017512,85.194,8.890,0.796,0.605,true
7259,22,52693081,382499074979,85.200,8.890,0.939,-0.343,false
7260,23,52707600,382657176000,85.206,8.890,0.219,-0.976,true
7261,2,52722121,382815320581,85.212,8.890,-0.703,-0.711,false
7262,1,52736644,382973508728,85.217,8.890,-0.978,0.207,true
7263,76,52751169,383131740447,85.223,8.891,-0.354,0.935,false
7264,69,52765696,383290015744,85.229,8.891,0.595,0.803,true
7265,47,52780225,383448334625,85.235,8.891,0.998,-0.067,false
7266,66,52794756,383606697096,85.241,8.891,0.483,-0.876,true
7267,72,52809289,383765103163,85.247,8.891,-0.476,-0.879,false
7268,7,52823824,383923552832,85.253,8.891,-0.997,-0.075,true
7269,97,52838361,384082046109,85.258,8.891,-0.602,0.799,false
7270,83,52852900,384240583000,85.264,8.892,0.347,0.938,true
7271,21,52867441,384399163511,85.270,8.892,0.977,0.215,false
7272,79,52881984,384557787648,85.276,8.892,0.708,-0.706,true
7273,63,52896529,384716455417,85.282,8.892,-0.211,-0.977,false
7274,6,52911076,384875166824,85.288,8.892,-0.937,-0.350,true
7275,89,52925625,385033921875,85.294,8.892,-0.801,0.599,false
7276,81,52940176,385192720576,85.299,8.892,0.071,0.997,true
7277,2,52954729,385351562933,85.305,8.892,0.878,0.479,false
7278,100,52969284,385510448952,85.311,8.893,0.877,-0.480,true
7279,2,52983841,385669378639,85.317,8.893,0.070,-0.998,false
7280,60,52998400,385828352000,85.323,8.893,-0.802,-0.598,true
7281,57,53012961,385987369041,85.329,8.893,-0.936,0.351,false
7282,27,53027524,386146429768,85.335,8.893,-0.210,0.978,true
7283,28,53042089,386305534187,85.340,8.893,0.709,0.705,false
7284,86,53056656,386464682304,85.346,8.893,0.976,-0.216,true
7285,37,53071225,386623874125,85.352,8.894,0.346,-0.938,false
7286,94,53085796,386783109656,85.358,8.894,-0.603,-0.798,true
7287,82,53100369,386942388903,85.364,8.894,-0.997,0.076,false
7288,6,53114944,387101711872,85.370,8.894,-0.475,0.880,true
7289,64,53129521,387261078569,85.376,8.894,0.484,0.875,false
7290,22,53144100,387420489000,85.381,8.894,0.998,0.066,true
7291,41,53158681,387579943171,85.387,8.894,0.594,-0.804,false
7292,17,53173264,387739441088,85.393,8.895,-0.356,-0.935,true
7293,91,53187849,387898982757,85.399,8.895,-0.979,-0.206,false
7294,65,53202436,388058568184,85.405,8.895,-0.702,0.712,true
7295,85,53217025,388218197375,85.411,8.895,0.220,0.975,false
7296,22,53231616,388377870336,85.417,8.895,0.940,0.342,true
7297,55,53246209,388537587073,85.422,8.895,0.795,-0.606,false
7298,56,53260804,388697347592,85.428,8.895,-0.080,-0.997,true
7299,2,53275401,388857151899,85.434,8.895,-0.882,-0.471,false
7300,9,53290000,389017000000,85.440,8.896,-0.873,0.488,true
7301,31,53304601,389176891901,85.446,8.896,-0.061,0.998,false
7302,1,53319204,389336827608,85.452,8.896,0.807,0.591,true
7303,7,53333809,389496807127,85.458,8.896,0.933,-0.360,false
7304,41,53348416,389656830464,85.463,8.896,0.202,-0.979,true
7305,40,53363025,389816897625,85.469,8.896,-0.715,-0.699,false
7306,41,53377636,389977008616,85.475,8.896,-0.975,0.224,true
7307,28,53392249,390137163443,85.481,8.897,-0.338,0.941,false
7308,55,53406864,390297362112,85.487,8.897,0.610,0.793,true
7309,6,53421481,390457604629,85.493,8.897,0.996,-0.085,false
7310,59,53436100,390617891000,85.499,8.897,0.467,-0.884,true
7311,56,53450721,390778221231,85.504,8.897,-0.492,-0.871,false
7312,91,53465344,390938595328,85.510,8.897,-0.998,-0.057,true
7313,8,53479969,391099013297,85.516,8.897,-0.587,0.809,false
7314,5,53494596,391259475144,85.522,8.898,0.364,0.931,true
7315,21,53509225,391419980875,85.528,8.898,0.980,0.197,false
7316,47,53523856,391580530496,85.534,8.898,0.696,-0.718,true
7317,90,53538489,391741124013,85.539,8.898,-0.229,-0.974,false
7318,73,53553124,391901761432,85.545,8.898,-0.943,-0.334,true
7319,44,53567761,392062442759,85.551,8.898,-0.790,0.613,false
7320,29,53582400,392223168000,85.557,8.898,0.089,0.996,true
7321,76,53597041,392383937161,85.563,8.899,0.886,0.463,false
7322,80,53611684,392544750248,85.569,8.899,0.869,-0.495,true
7323,72,53626329,392705607267,85.575,8.899,0.052,-0.999,false
7324,61,53640976,392866508224,85.580,8.899,-0.812,-0.584,true
7325,2,53655625,393027453125,85.586,8.899,-0.930,0.368,false
7326,92,53670276,393188441976,85.592,8.899,-0.193,0.981,true
7327,37,53684929,393349474783,85.598,8.899,0.721,0.692,false
7328,91,53699584,393510551552,85.604,8.899,0.972,-0.233,true
7329,93,53714241,393671672289,85.610,8.900,0.329,-0.944,false
7330,100,53728900,393832837000,85.615,8.900,-0.617,-0.787,true
7331,2,53743561,393994045691,85.621,8.900,-0.996,0.093,false
7332,46,53758224,394155298368,85.627,8.900,-0.459,0.888,true
7333,36,53772889,394316595037,85.633,8.900,0.499,0.866,false
7334,53,53787556,394477935704,85.639,8.900,0.999,0.048,true
7335,86,53802225,394639320375,85.645,8.900,0.580,-0.815,false
7336,17,53816896,394800749056,85.650,8.901,-0.372,-0.928,true
7337,73,53831569,394962221753,85.656,8.901,-0.982,-0.189,false
7338,36,53846244,395123738472,85.662,8.901,-0.689,0.725,true
7339,24,53860921,395285299219,85.668,8.901,0.237,0.971,false
7340,71,53875600,395446904000,85.674,8.901,0.946,0.325,true
7341,82,53890281,395608552821,85.680,8.901,0.785,-0.620,false
7342,78,53904964,395770245688,85.685,8.901,-0.098,-0.995,true
7343,8,53919649,395931982607,85.691,8.902,-0.890,-0.455,false
7344,11,53934336,396093763584,85.697,8.902,-0.864,0.503,true
7345,59,53949025,396255588625,85.703,8.902,-0.044,0.999,false
7346,5,53963716,396417457736,85.709,8.902,0.817,0.576,true
7347,99,53978409,396579370923,85.715,8.902,0.927,-0.376,false
7348,57,53993104,396741328192,85.720,8.902,0.184,-0.983,true
7349,10,54007801,396903329549,85.726,8.902,-0.728,-0.686,false
7350,64,54022500,397065375000,85.732,8.902,-0.970,0.242,true
7351,45,54037201,397227464551,85.738,8.903,-0.321,0.947,false
7352,100,54051904,397389598208,85.744,8.903,0.623,0.782,true
7353,36,54066609,397551775977,85.750,8.903,0.995,-0.102,false
7354,82,54081316,397713997864,85.755,8.903,0.451,-0.892,true
7355,7,54096025,397876263875,85.761,8.903,-0.507,-0.862,false
7356,57,54110736,398038574016,85.767,8.903,-0.999,-0.039,true
7357,72,54125449,398200928293,85.773,8.903,-0.573,0.820,false
7358,70,54140164,398363326712,85.779,8.904,0.380,0.925,true
7359,65,54154881,398525769279,85.785,8.904,0.984,0.180,false
7360,36,54169600,398688256000,85.790,8.904,0.683,-0.731,true
7361,17,54184321,398850786881,85.796,8.904,-0.246,-0.969,false
7362,83,54199044,399013361928,85.802,8.904,-0.948,-0.317,true
7363,68,54213769,399175981147,85.808,8.904,-0.779,0.627,false
7364,92,54228496,399338644544,85.814,8.904,0.107,0.994,true
7365,52,54243225,399501352125,85.820,8.904,0.894,0.448,false
7366,50,54257956,399664103896,85.825,8.905,0.860,-0.511,true
7367,28,54272689,399826899863,85.831,8.905,0.035,-0.999,false
7368,17,54287424,399989740032,85.837,8.905,-0.822,-0.569,true
7369,40,54302161,400152624409,85.843,8.905,-0.923,0.384,false
7370,44,54316900,400315553000,85.849,8.905,-0.175,0.984,true
7371,77,54331641,400478525811,85.855,8.905,0.734,0.680,false
7372,2,54346384,400641542848,85.860,8.905,0.968,-0.250,true
7373,85,54361129,400804604117,85.866,8.906,0.313,-0.950,false
7374,71,54375876,400967709624,85.872,8.906,-0.630,-0.776,true
7375,68,54390625,401130859375,85.878,8.906,-0.994,0.111,false
7376,73,54405376,401294053376,85.884,8.906,-0.444,0.896,true
7377,91,54420129,401457291633,85.889,8.906,0.515,0.857,false
7378,99,54434884,401620574152,85.895,8.906,1.000,0.030,true
7379,8,54449641,401783900939,85.901,8.906,0.566,-0.825,false
7380,79,54464400,401947272000,85.907,8.907,-0.388,-0.922,true
7381,79,54479161,402110687341,85.913,8.907,-0.985,-0.171,false
7382,40,54493924,402274146968,85.919,8.907,-0.676,0.737,true
7383,60,54508689,402437650887,85.924,8.907,0.254,0.967,false
7384,21,54523456,402601199104,85.930,8.907,0.951,0.308,true
7385,63,54538225,402764791625,85.936,8.907,0.773,-0.634,false
7386,57,54552996,402928428456,85.942,8.907,-0.115,-0.993,true
7387,84,54567769,403092109603,85.948,8.907,-0.898,-0.440,false
7388,52,54582544,403255835072,85.953,8.908,-0.855,0.518,true
7389,84,54597321,403419604869,85.959,8.908,-0.026,1.000,false
7390,34,54612100,403583419000,85.965,8.908,0.827,0.562,true
7391,100,54626881,403747277471,85.971,8.908,0.920,-0.392,false
7392,11,54641664,403911180288,85.977,8.908,0.167,-0.986,true
7393,6,54656449,404075127457,85.983,8.908,-0.740,-0.673,false
7394,36,54671236,404239118984,85.988,8.908,-0.966,0.259,true
7395,100,54686025,404403154875,85.994,8.909,-0.304,0.953,false
7396,30,54700816,404567235136,86.000,8.909,0.637,0.771,true
7397,52,54715609,404731359773,86.006,8.909,0.993,-0.120,false
7398,66,54730404,404895528792,86.012,8.909,0.436,-0.900,true
7399,19,54745201,405059742199,86.017,8.909,-0.522,-0.853,false
7400,92,54760000,405224000000,86.023,8.909,-1.000,-0.021,true
7401,30,54774801,405388302201,86.029,8.909,-0.558,0.830,false
7402,52,54789604,405552648808,86.035,8.910,0.397,0.918,true
7403,10,54804409,405717039827,86.041,8.910,0.987,0.162,false
7404,97,54819216,405881475264,86.046,8.910,0.670,-0.743,true
7405,17,54834025,406045955125,86.052,8.910,-0.263,-0.965,false
7406,7,54848836,406210479416,86.058,8.910,-0.954,-0.300,true
7407,90,54863649,406375048143,86.064,8.910,-0.768,0.641,false
7408,54,54878464,406539661312,86.070,8.910,0.124,0.992,true
7409,96,54893281,406704318929,86.076,8.910,0.902,0.432,false
7410,25,54908100,406869021000,86.081,8.911,0.851,-0.526,true
7411,46,54922921,407033767531,86.087,8.911,0.017,-1.000,false
7412,38,54937744,407198558528,86.093,8.911,-0.832,-0.555,true
7413,59,54952569,407363393997,86.099,8.911,-0.916,0.401,false
7414,89,54967396,407528273944,86.105,8.911,-0.158,0.987,true
7415,80,54982225,407693198375,86.110,8.911,0.746,0.666,false
7416,17,54997056,407858167296,86.116,8.911,0.964,-0.267,true
7417,21,55011889,408023180713,86.122,8.912,0.296,-0.955,false
7418,85,55026724,408188238632,86.128,8.912,-0.644,-0.765,true
7419,64,55041561,408353341059,86.134,8.912,-0.992,0.129,false
7420,50,55056400,408518488000,86.139,8.912,-0.428,0.904,true
7421,76,55071241,408683679461,86.145,8.912,0.530,0.848,false
7422,50,55086084,408848915448,86.151,8.912,1.000,0.013,true
7423,60,55100929,409014195967,86.157,8.912,0.551,-0.835,false
7424,37,55115776,409179521024,86.163,8.912,-0.405,-0.914,true
7425,78,55130625,409344890625,86.168,8.913,-0.988,-0.154,false
7426,41,55145476,409510304776,86.174,8.913,-0.663,0.748,true
7427,22,55160329,409675763483,86.180,8.913,0.272,0.962,false
7428,54,55175184,409841266752,86.186,8.913,0.957,0.292,true
7429,70,55190041,410006814589,86.192,8.913,0.762,-0.647,false
7430,75,55204900,410172407000,86.197,8.913,-0.133,-0.991,true
7431,17,55219761,410338043991,86.203,8.913,-0.906,-0.424,false
7432,87,55234624,410503725568,86.209,8.914,-0.846,0.533,true
7433,99,55249489,410669451737,86.215,8.914,-0.008,1.000,false
7434,14,55264356,410835222504,86.221,8.914,0.837,0.547,true
7435,74,55279225,411001037875,86.226,8.914,0.913,-0.409,false
7436,55,55294096,411166897856,86.232,8.914,0.149,-0.989,true
7437,33,55308969,411332802453,86.238,8.914,-0.751,-0.660,false
7438,48,55323844,411498751672,86.244,8.914,-0.961,0.276,true
7439,33,55338721,411664745519,86.250,8.914,-0.287,0.958,false
7440,84,55353600,411830784000,86.255,8.915,0.651,0.759,true
7441,64,55368481,411996867121,86.261,8.915,0.991,-0.137,false
7442,94,55383364,412162994888,86.267,8.915,0.420,-0.908,true
7443,45,55398249,412329167307,86.273,8.915,-0.537,-0.844,false
7444,84,55413136,412495384384,86.279,8.915,-1.000,-0.004,true
7445,38,55428025,412661646125,86.284,8.915,-0.543,0.839,false
7446,1,55442916,412827952536,86.290,8.915,0.413,0.911,true
7447,73,55457809,412994303623,86.296,8.916,0.989,0.145,false
7448,35,55472704,413160699392,86.302,8.916,0.657,-0.754,true
7449,71,55487601,413327139849,86.308,8.916,-0.280,-0.960,false
7450,41,55502500,413493625000,86.313,8.916,-0.959,-0.283,true
7451,5,55517401,413660154851,86.319,8.916,-0.756,0.654,false
7452,68,55532304,413826729408,86.325,8.916,0.142,0.990,true
