Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
21.9,73.0,206,580,783,14,129,976,182,169,10,57
11.1,85.1,131,199,555,39,75,1233,99,49,8,45
30.0,76.3,272,714,783,6,180,1172,219,231,10,51
30.8,80.9,327,682,925,0,176,1363,239,260,10,48
17.6,61.3,189,359,606,52,133,1127,155,171,10,45
29.6,38.8,279,831,616,16,254,904,219,404,10,48
34.9,37.9,318,831,653,23,285,1109,268,455,10,58
39.2,84.6,428,1031,998,15,224,1638,343,291,10,34
29.3,79.8,315,716,815,12,174,1526,225,259,10,42
10.5,87.0,80,217,561,40,59,1252,108,97,6,46
0.0,84.6,23,0,327,51,16,707,0,0,1,46
26.7,43.6,299,587,585,29,226,1124,207,283,10,53
14.7,58.7,127,366,510,64,121,865,137,172,9,56
17.8,55.7,193,398,521,42,116,829,113,178,10,51
14.4,85.8,119,385,642,26,97,1060,138,117,10,57
1.9,50.0,41,131,281,74,15,361,17,50,1,56
14.3,53.5,167,345,535,72,86,854,121,201,10,66
5.9,51.2,66,143,360,64,46,694,53,77,3,55
0.9,61.1,37,35,399,84,10,584,0,58,2,53
15.5,89.8,107,450,714,41,84,1225,109,134,9,40
13.3,44.0,103,330,463,57,114,601,133,117,10,54
33.0,35.1,322,734,616,39,277,834,285,417,10,47
21.9,68.6,186,600,583,37,134,1232,145,185,10,55
37.9,62.3,344,1016,903,0,246,1318,283,428,10,39
24.6,45.6,262,659,512,23,192,833,214,244,10,58
38.0,70.5,424,975,1014,6,246,1466,304,387,10,36
17.3,68.7,137,405,508,51,132,976,124,147,10,55
18.7,32.5,189,504,397,37,145,552,131,244,10,68
22.3,43.2,178,480,504,43,177,1056,154,264,10,64
31.6,40.8,362,848,760,19,239,845,282,388,10,60
13.4,49.4,126,380,465,36,119,727,80,195,10,63
4.8,82.1,67,23,506,55,23,828,15,27,1,53
34.3,50.6,331,827,850,34,275,1078,248,364,10,38
2.4,41.5,45,24,278,65,6,405,40,57,2,61
18.4,40.3,151,465,536,71,151,883,171,205,10,57
33.0,88.5,377,887,879,23,166,1680,277,236,10,32
37.9,68.0,391,998,843,21,251,1564,296,334,10,36
18.1,61.0,221,413,544,28,132,1128,155,158,10,55
37.9,72.6,369,1034,859,12,224,1380,300,408,10,46
4.5,54.9,28,77,281,61,37,804,50,7,1,63
34.0,52.9,290,779,687,21,257,1068,253,349,10,54
14.0,35.7,135,367,417,51,117,619,96,156,10,63
22.8,67.5,223,653,681,26,150,1114,206,248,10,47
36.8,64.2,330,988,893,10,234,1204,321,394,10,51
25.1,83.4,229,644,701,40,130,1155,201,251,10,38
6.1,52.6,30,173,342,81,57,714,61,46,5,68
34.5,67.9,331,897,882,22,243,1524,253,369,10,51
9.6,52.6,76,232,424,44,71,853,57,70,7,66
5.2,68.5,44,143,400,41,30,768,66,24,5,47
10.4,88.3,148,202,661,51,55,967,55,79,5,50
17.5,87.4,145,515,687,14,84,1314,141,134,10,52
18.7,70.9,190,375,710,19,132,1265,134,191,10,57
24.4,47.0,219,646,623,20,201,883,179,275,10,53
2.8,54.6,0,17,300,52,35,409,48,18,3,63
4.7,60.9,53,112,442,43,29,843,53,31,4,56
33.2,80.7,301,780,806,30,179,1376,281,338,10,36
0.0,46.8,0,0,257,76,0,574,0,0,1,66
19.1,76.8,194,412,728,25,107,1274,149,145,10,48
21.6,46.0,206,534,518,60,162,830,187,205,10,57
38.7,89.8,369,1010,1056,10,226,1537,330,287,10,38
39.3,45.1,412,1038,785,23,291,1289,307,407,10,38
7.9,52.8,126,186,364,58,69,835,51,47,7,52
24.3,44.3,241,579,641,50,195,730,222,254,10,49
29.6,83.0,269,764,789,27,178,1301,265,231,10,42
0.9,31.5,37,0,91,95,22,315,0,0,2,77
5.6,72.9,88,183,491,69,47,669,66,15,4,64
7.6,39.2,43,258,338,84,81,731,31,129,6,74
3.3,85.0,32,172,550,46,34,838,41,26,2,59
17.3,57.3,202,391,515,40,112,754,124,168,10,61
5.5,35.7,34,42,163,88,45,407,39,95,4,64
5.0,69.2,26,61,406,46,46,804,45,37,2,57
1.3,88.9,39,33,522,50,0,993,7,0,1,48
11.0,36.4,112,355,361,81,104,489,103,89,8,65
18.2,74.7,197,404,599,39,126,1293,127,210,10,39
36.1,64.3,370,848,826,21,246,1195,263,407,10,36
38.6,78.1,361,886,1016,13,244,1530,294,341,10,36
32.0,75.4,294,794,862,3,180,1398,255,259,10,38
16.0,86.7,209,482,575,15,94,1136,119,107,10,46
24.8,42.8,246,638,592,42,198,805,222,337,10,48
6.0,49.9,28,117,385,85,39,578,71,75,3,55
23.7,64.0,208,567,762,16,149,1096,204,259,10,46
20.7,87.8,205,431,790,23,110,1240,181,221,10,46
21.4,57.0,218,478,590,46,160,868,177,261,10,60
8.9,38.2,116,298,355,51,79,668,61,111,8,61
12.0,41.6,93,354,308,69,90,750,80,174,10,61
31.3,65.2,353,748,717,30,199,1079,229,361,10,38
34.0,78.8,375,789,994,0,209,1309,288,332,10,31
13.4,57.1,165,251,569,67,86,806,131,142,8,58
34.3,33.4,376,938,716,38,301,904,276,467,10,61
24.2,76.8,244,642,666,12,147,1149,197,261,10,55
6.9,82.3,117,127,467,55,45,998,40,78,5,62
33.4,74.3,310,898,866,26,197,1422,291,325,10,38
38.6,55.3,378,1041,820,2,291,1317,282,447,10,40
7.7,88.6,104,239,591,31,28,1075,37,20,6,44
17.4,47.7,142,483,522,44,121,744,166,212,10,50
13.7,43.2,149,425,508,59,111,521,106,139,10,51
36.8,74.0,417,913,915,0,245,1333,274,368,10,29
34.5,55.1,347,810,724,23,234,1046,262,391,10,37
26.9,71.7,309,712,800,30,184,1166,235,281,10,50
8.8,77.3,88,195,443,41,55,1138,54,102,7,44
3.8,30.0,67,156,177,66,45,402,4,38,1,72
13.4,68.1,135,268,634,54,85,928,114,101,10,55
24.2,70.1,238,551,621,14,145,1068,198,263,10,52
36.2,75.2,385,967,842,0,221,1416,290,323,10,30
39.9,81.9,411,993,1036,17,248,1766,336,389,10,26
31.6,81.9,309,861,931,30,202,1552,280,308,10,47
26.2,89.0,259,731,840,10,134,1239,207,209,10,37
7.4,32.7,97,167,226,55,51,657,46,44,8,66
15.8,75.0,179,378,614,42,79,970,122,107,10,51
2.5,67.5,72,29,340,71,0,525,7,41,1,51
36.2,41.3,386,921,689,22,297,1198,314,476,10,55
17.4,41.7,208,492,456,39,126,595,148,206,10,49
10.8,50.5,115,183,435,67,95,838,93,120,7,56
25.0,45.4,212,555,587,31,207,884,178,261,10,58
24.9,35.2,231,632,601,64,203,805,208,307,10,50
22.0,88.7,230,549,723,32,134,1144,178,232,10,44
26.0,34.9,265,687,538,41,223,972,181,340,10,51
19.1,41.2,179,565,431,41,142,990,145,187,10,56
18.7,32.1,200,528,472,60,156,744,148,261,10,59
2.1,56.1,32,143,247,65,8,731,24,30,2,72
8.1,66.5,86,243,355,53,72,989,83,129,5,59
1.9,70.7,0,0,425,67,0,609,0,0,2,50
17.7,54.5,218,409,589,36,138,1005,134,203,10,53
14.7,46.0,149,370,487,44,102,670,135,152,10,61
14.1,64.3,114,290,533,44,76,946,95,106,9,56
18.5,39.6,226,466,425,50,129,781,146,245,10,61
14.3,79.7,183,336,684,50,85,992,111,152,10,45
23.3,79.7,211,659,702,24,136,1122,185,204,10,38
21.2,71.1,226,465,577,44,148,1077,171,169,10,55
36.1,47.4,367,812,866,10,278,1384,291,384,10,52
36.2,83.4,366,994,875,2,197,1645,278,334,10,34
25.3,75.1,277,582,829,22,166,1301,225,259,10,38
31.6,61.9,274,832,846,22,206,1338,236,294,10,47
5.4,77.7,47,183,381,50,22,918,70,44,1,47
26.3,85.2,306,664,910,32,165,1521,230,213,10,45
5.7,47.2,8,200,319,54,38,678,65,49,5,64
37.5,61.8,399,1012,949,17,277,1299,288,395,10,48
6.5,64.2,76,70,474,46,54,712,69,20,6,58
4.2,46.3,30,74,300,56,15,383,24,0,4,58
1.0,71.8,0,91,294,55,17,660,18,0,1,59
17.2,53.7,188,512,502,52,132,991,157,237,10,56
9.4,77.2,129,275,468,56,68,1158,82,103,8,56
16.2,80.4,192,458,709,47,100,1236,110,145,10,43
33.1,38.3,328,776,646,15,267,994,250,451,10,60
39.1,34.1,354,903,690,34,330,1289,339,474,10,44
37.0,53.7,357,1021,906,13,289,1450,295,430,10,52
8.4,86.7,43,268,586,31,36,1024,40,28,3,44
19.1,33.0,200,495,420,36,159,572,141,238,10,63
39.2,63.1,425,888,913,0,276,1412,335,442,10,33
11.8,72.4,100,306,461,59,64,1021,71,104,6,61
10.1,83.0,115,169,662,60,44,1120,89,118,5,59
4.2,78.0,35,42,440,62,41,879,61,29,3,57
2.6,47.5,0,18,290,65,39,671,0,0,1,60
22.8,52.9,227,513,566,23,158,1136,195,276,10,60
26.8,36.4,280,768,591,48,200,744,236,370,10,56
23.3,83.2,223,633,716,25,116,1313,192,222,10,41
3.9,56.0,25,167,378,80,18,807,57,82,2,53
6.2,68.3,56,155,412,72,57,678,30,86,4,52
39.3,41.7,385,1014,770,11,329,1148,331,476,10,54
2.1,51.0,0,122,368,79,13,703,0,46,2,60
33.2,55.1,361,732,754,17,224,1388,289,359,10,46
16.2,40.1,192,450,358,52,133,767,156,239,10,62
0.9,48.6,41,16,218,67,26,492,0,6,3,71
13.6,34.4,161,373,464,43,112,450,104,178,10,62
35.2,49.6,328,905,852,21,249,1033,265,428,10,49
3.4,60.7,83,124,303,81,22,542,23,22,4,55
22.9,58.3,220,647,640,49,177,1171,191,282,10,49
19.7,81.6,201,461,626,42,132,1133,181,181,10,42
26.0,88.8,259,564,896,7,160,1545,202,200,10,42
23.9,54.4,215,598,531,29,182,845,184,220,10,45
8.6,87.0,54,259,605,52,61,1197,79,27,5,41
15.5,56.4,154,462,473,33,100,1010,103,144,10,47
26.0,46.9,307,667,564,40,207,932,196,291,10,56
30.5,66.3,316,709,756,22,204,1461,237,301,10,46
4.2,87.5,30,15,499,54,17,1129,18,64,4,56
36.0,87.2,330,979,886,14,196,1443,296,305,10,34
5.2,59.5,10,62,442,57,27,529,64,88,3,60
3.4,59.1,74,99,333,82,16,697,20,79,4,64
38.3,47.0,400,921,830,28,286,1342,285,395,10,37
12.8,34.6,156,283,364,65,98,454,103,188,10,56
23.8,71.6,217,559,645,34,159,1367,183,257,10,43
5.9,36.2,32,150,306,89,33,535,54,96,4,68
1.4,66.7,46,65,427,45,0,708,0,0,1,54
31.1,36.8,331,727,728,30,235,1015,275,337,10,53
20.4,65.9,232,532,595,50,129,1202,158,202,10,53
12.9,34.6,117,401,366,67,88,795,102,128,10,64
20.4,76.7,254,559,766,38,119,1041,167,207,10,56
13.2,63.1,95,277,601,37,102,778,107,172,8,53
30.4,44.0,318,699,712,41,225,987,224,404,10,43
34.2,72.6,318,777,868,1,225,1468,269,356,10,34
35.1,65.1,392,794,848,12,247,1209,261,318,10,45
26.6,70.4,268,691,794,16,168,1380,197,278,10,55
4.8,49.2,76,132,280,68,46,446,43,13,5,59
18.2,56.2,219,473,577,54,137,873,127,196,10,44
0.9,63.4,0,0,236,59,0,822,26,0,1,68
9.7,78.8,82,289,588,53,54,1041,79,97,7,54
38.7,58.2,390,937,847,17,273,1232,290,435,10,40
14.6,67.4,175,448,554,51,113,1092,96,184,10,45
16.3,56.6,210,332,616,28,133,998,139,179,10,55
28.4,73.7,333,800,782,39,160,1339,209,236,10,34
28.6,71.2,283,729,740,40,187,1150,202,296,10,39
6.5,86.8,62,96,568,61,25,945,31,71,6,47
10.7,81.5,114,281,652,34,67,1123,98,112,4,47
26.5,86.3,264,718,801,31,138,1274,198,216,10,44
38.9,36.3,381,921,680,12,311,1237,321,507,10,59
23.3,54.1,252,599,522,19,157,1038,172,231,10,56
21.3,58.8,178,466,690,32,148,916,200,256,10,49
34.1,86.9,356,916,903,3,207,1452,247,277,10,38
33.3,36.9,298,868,722,38,275,898,252,363,10,60
2.5,86.9,17,122,391,35,33,1057,1,56,2,56
26.0,42.2,305,560,622,53,199,830,227,349,10,47
6.4,48.4,45,260,415,74,67,720,52,58,5,56
11.8,49.2,145,273,476,75,96,905,92,145,10,64
26.2,81.5,242,635,888,26,166,1430,192,213,10,33
39.4,37.2,378,897,814,40,340,1161,338,483,10,51
31.8,64.4,342,781,714,11,201,1209,251,349,10,35
31.2,31.3,337,769,664,21,248,969,262,402,10,61
13.7,31.2,100,257,403,66,100,617,136,190,10,68
27.8,89.5,323,685,822,29,170,1348,238,254,10,33
8.2,85.8,36,249,495,53,47,1183,70,56,4,58
2.4,66.8,0,75,285,67,2,615,27,27,3,50
23.0,77.0,263,561,786,7,145,1306,186,179,10,38
20.3,80.0,224,419,710,22,116,1333,192,164,10,44
25.4,41.3,272,535,510,53,217,956,204,332,10,57
2.8,62.7,43,14,336,53,11,748,4,0,1,54
39.5,84.7,437,1033,928,11,244,1483,326,314,10,45
24.6,37.5,223,610,604,27,183,1006,204,317,10,53
9.8,79.6,107,188,517,47,43,1017,85,109,7,54
21.5,43.0,198,459,492,44,162,967,195,204,10,59
17.3,51.2,206,358,494,61,142,970,139,179,10,58
17.7,74.2,217,516,639,37,105,1046,120,137,10,55
8.4,89.9,37,226,483,57,65,1152,84,32,5,57
13.8,43.8,171,367,503,71,89,773,91,200,10,64
2.7,54.5,59,0,297,60,1,564,18,78,2,53
4.7,66.2,48,55,377,47,17,758,13,6,3,57
29.6,60.8,264,816,768,37,205,1057,242,348,10,47
11.2,66.1,153,360,416,33,63,703,106,91,9,61
21.9,47.8,266,612,496,29,178,933,161,293,10,58
38.9,31.8,411,879,768,8,340,1161,319,521,10,60
26.5,40.2,223,626,563,26,203,911,225,363,10,48
14.3,50.8,111,394,484,52,110,751,90,116,10,59
4.9,47.6,56,145,373,54,42,410,64,37,4,56
36.2,73.2,366,990,933,0,214,1588,271,365,10,50
14.8,42.7,105,372,508,42,134,809,105,218,10,69
28.4,62.5,302,690,790,45,208,1004,198,300,10,42
27.3,70.5,245,618,765,10,169,1200,238,246,10,36
3.8,36.0,0,195,165,90,48,469,45,40,4,61
13.1,38.1,111,350,444,67,88,588,104,145,10,68
24.2,68.1,290,641,645,12,143,973,184,202,10,43
11.1,41.2,82,238,441,52,108,456,118,146,10,70
21.4,84.7,258,509,720,20,118,1440,196,186,10,36
1.0,83.2,25,74,496,52,0,822,0,28,1,55
14.7,42.2,152,453,435,52,116,637,91,174,10,61
0.2,77.5,0,0,422,46,0,600,15,0,1,65
37.8,71.3,382,1039,901,2,264,1415,327,320,10,45
3.2,70.2,73,179,390,66,5,905,49,32,1,55
9.9,54.2,96,212,432,55,73,678,59,66,9,57
38.3,73.5,336,967,956,16,242,1680,291,414,10,35
6.1,72.0,93,103,503,64,34,871,54,35,3,65
26.5,54.6,297,587,738,50,198,1229,237,307,10,44
15.4,87.9,136,361,722,43,106,1352,114,178,10,44
32.3,65.1,367,774,907,9,224,1432,258,316,10,49
27.3,60.2,269,627,658,48,185,1017,225,307,10,47
10.2,35.9,132,319,360,63,101,428,59,110,9,63
34.7,69.9,359,880,821,27,234,1527,250,296,10,51
3.0,49.0,74,114,338,58,5,509,2,58,4,71
8.4,89.1,115,286,548,61,30,917,85,79,6,39
33.5,78.2,368,934,966,14,210,1444,249,322,10,39
11.8,32.8,135,369,438,48,104,436,65,180,10,74
8.6,74.5,116,258,590,45,70,987,66,111,5,61
20.8,59.3,224,590,534,23,137,978,178,215,10,48
16.1,47.2,181,429,486,64,130,689,121,223,10,54
7.3,47.7,88,163,292,74,58,581,41,61,6,62
1.2,47.7,4,52,309,82,1,361,0,41,2,65
26.9,47.2,299,656,630,54,215,1205,214,336,10,55
30.9,60.2,352,707,670,25,209,1021,274,343,10,48
6.9,47.6,99,160,260,61,40,757,58,108,4,72
14.8,61.3,122,292,490,38,87,754,136,157,10,50
15.4,45.5,191,418,547,39,138,910,153,145,10,53
29.0,89.6,253,704,852,0,142,1536,203,194,10,48
22.5,50.7,236,479,569,36,158,987,172,300,10,49
38.1,36.0,398,1050,703,13,295,998,298,504,10,45
39.1,85.4,425,967,1078,0,220,1689,338,338,10,37
4.6,45.7,5,182,238,70,51,707,62,17,4,66
9.5,68.8,132,253,500,50,57,1028,75,119,7,60
19.5,47.4,168,407,460,54,167,938,177,177,10,58
34.6,47.2,315,962,846,38,272,1171,294,440,10,58
35.4,76.2,365,805,866,17,203,1462,263,349,10,42
12.7,68.0,148,278,483,40,72,1070,100,168,9,54
24.5,59.7,259,565,736,14,179,980,219,286,10,59
35.3,68.6,335,804,794,7,226,1570,270,320,10,44
24.6,89.5,250,630,738,7,143,1364,201,231,10,39
16.0,73.7,155,340,617,20,111,1029,153,110,10,47
31.7,64.4,286,737,817,9,205,1267,240,312,10,44
27.7,67.4,319,595,846,40,183,1090,240,264,10,52
25.6,55.2,303,675,614,45,194,921,224,325,10,58
2.2,67.8,54,44,392,81,6,525,36,19,2,58
23.1,34.3,240,573,600,31,205,889,165,297,10,61
0.2,37.3,0,0,108,95,0,278,13,0,1,60
37.0,73.6,357,856,879,0,220,1388,287,388,10,31
29.1,37.1,309,675,657,36,219,876,222,336,10,62
9.1,45.2,110,255,463,75,58,796,83,141,5,55
20.8,71.6,163,511,658,42,151,937,138,170,10,53
9.0,88.6,136,243,551,28,50,939,82,46,4,59
9.1,81.1,139,248,491,65,35,924,53,41,6,58
17.0,35.1,144,409,357,75,145,650,163,223,10,58
33.0,65.7,290,775,890,19,241,1416,273,311,10,40
28.6,43.0,328,710,668,49,230,971,210,290,10,45
10.3,48.2,130,264,312,78,78,841,98,133,9,57
29.3,32.7,252,754,535,54,255,869,213,354,10,59
15.5,86.4,123,427,695,31,87,1328,143,115,9,44
34.6,66.2,377,847,776,27,234,1365,290,347,10,43
10.7,71.6,139,366,507,44,52,755,109,100,7,54
14.0,38.4,100,319,365,58,108,675,126,205,10,67
16.9,35.7,170,418,419,44,128,873,141,217,10,66
34.0,55.5,334,780,723,8,245,1112,256,398,10,50
7.2,85.1,34,139,537,57,28,1086,34,25,5,52
1.2,76.9,7,103,421,61,1,731,0,14,1,52
32.4,64.6,285,748,715,14,210,1459,278,285,10,50
32.0,50.0,319,715,753,35,237,972,235,391,10,43
5.1,62.1,40,62,343,51,30,529,43,13,2,57
19.6,57.6,147,442,608,61,142,1059,133,220,10,50
31.7,50.0,366,709,660,37,248,1002,236,399,10,42
18.4,43.0,162,472,540,31,153,944,142,225,10,54
36.2,41.3,397,984,722,9,275,1179,290,399,10,41
11.0,63.2,72,321,576,41,69,742,77,77,8,62
19.5,47.6,222,566,438,56,140,788,141,238,10,51
37.4,87.6,415,851,914,0,209,1676,318,335,10,33
33.5,57.7,380,798,888,35,220,1293,240,326,10,46
35.9,80.9,323,852,992,20,208,1383,268,321,10,40
0.7,37.1,43,89,231,91,9,570,15,0,1,64
1.8,77.5,24,0,482,54,0,823,43,29,1,47
16.5,61.9,155,460,649,55,117,794,156,220,10,50
1.2,42.4,0,123,277,76,10,382,0,59,1,67
21.1,67.4,198,513,653,46,145,1197,183,214,10,47
15.7,53.7,176,413,410,56,118,820,114,171,10,61
30.6,39.0,321,755,725,26,234,1117,228,349,10,52
30.3,55.7,288,758,788,32,201,1092,269,334,10,52
10.2,69.9,151,243,583,46,70,921,90,106,6,49
26.8,63.9,265,572,628,41,191,1151,228,240,10,39
38.1,87.7,357,865,1022,2,219,1705,278,315,10,34
27.5,46.9,251,728,649,53,205,917,210,299,10,51
35.8,49.6,407,912,849,5,274,1052,297,368,10,43
11.3,38.6,123,321,380,55,92,672,77,148,9,68
12.3,62.7,159,317,468,36,83,894,74,87,8,47
39.0,70.2,373,932,912,0,237,1293,305,409,10,46
24.2,72.4,260,676,762,47,154,1045,198,240,10,55
28.2,81.9,308,795,878,35,170,1309,221,255,10,34
13.4,46.3,184,423,462,58,84,670,100,174,10,58
9.5,32.0,81,309,301,50,67,578,50,71,8,70
0.4,67.8,49,0,391,75,0,737,0,53,1,68
10.4,36.6,138,341,275,71,101,767,98,140,8,68
3.6,67.3,67,93,442,73,19,606,26,11,2,59
12.6,43.5,110,241,331,68,104,524,127,142,8,64
17.6,70.6,190,536,604,56,95,1130,163,199,10,44
6.9,39.5,117,182,247,89,38,416,72,79,5,64
26.0,86.1,252,630,861,22,156,1242,217,195,10,35
8.5,46.8,51,149,433,67,57,518,77,134,7,67
16.6,55.8,171,492,527,57,129,936,135,183,10,65
16.4,68.4,115,345,591,57,104,1157,132,152,9,53
18.2,69.8,198,404,538,41,103,1195,137,162,10,53
36.3,61.1,371,826,769,35,269,1199,285,356,10,44
21.6,66.0,189,621,710,29,132,1086,189,260,10,52
5.7,49.0,64,82,276,73,47,448,32,101,6,70
37.6,76.2,341,930,919,0,218,1588,309,393,10,44
39.9,74.2,357,1022,960,2,258,1393,303,420,10,28
32.0,75.5,352,843,889,31,203,1559,246,282,10,45
17.0,66.9,178,498,517,23,100,874,115,218,10,52
0.6,86.9,0,0,434,52,0,1078,2,0,1,58
36.7,82.9,344,873,1002,16,226,1530,285,369,10,46
33.2,60.4,354,916,872,7,217,1130,250,298,10,39
3.6,38.9,41,87,342,90,19,349,10,56,2,62
17.6,77.5,130,478,703,45,118,1215,158,201,10,50
28.9,77.5,299,800,895,27,177,1212,253,265,10,43
5.6,61.8,22,61,447,42,39,843,49,68,5,64
31.0,58.6,349,816,818,19,226,1100,276,310,10,55
26.1,76.6,217,638,845,40,178,1340,237,207,10,46
28.8,81.6,334,760,752,15,180,1493,206,217,10,42
28.7,64.8,333,670,680,21,179,1189,243,302,10,42
13.3,84.8,114,326,595,28,80,1004,97,127,8,46
35.4,47.1,325,920,764,21,271,1213,264,442,10,39
36.5,67.4,414,862,961,7,254,1233,289,377,10,32
1.8,39.9,0,27,279,60,29,302,27,10,3,58
15.2,77.5,140,451,652,33,77,1038,127,109,10,55
13.1,39.8,174,404,331,52,104,544,92,205,10,53
20.1,89.1,208,598,838,14,102,1154,148,143,10,43
14.9,41.8,169,285,349,67,114,880,115,220,10,62
34.3,71.4,345,924,842,6,233,1491,294,312,10,44
28.7,51.3,287,641,750,35,196,1202,217,271,10,54
17.7,65.6,130,449,532,28,102,936,123,142,10,43
7.5,41.6,120,192,370,55,61,631,85,84,6,61
12.1,81.4,109,254,556,47,55,1012,115,118,9,56
36.9,62.6,360,882,937,8,260,1333,286,378,10,49
7.0,80.5,26,94,465,53,51,1071,83,80,6,55
35.6,78.6,336,972,868,0,212,1458,262,279,10,37
36.1,74.0,367,807,813,5,239,1432,287,308,10,47
35.3,63.4,355,784,769,27,224,1486,253,347,10,40
27.1,62.0,305,604,639,40,179,984,230,272,10,43
31.1,32.7,287,842,587,29,254,1099,234,382,10,52
18.2,73.5,180,380,710,51,103,1133,174,220,10,57
11.4,86.5,123,187,585,59,46,1130,66,121,5,58
39.8,57.3,446,969,838,0,301,1460,342,443,10,49
17.0,63.4,148,421,652,41,124,791,150,138,10,56
7.8,75.6,109,95,511,59,51,794,44,63,5,60
2.8,36.7,15,26,288,64,14,534,32,0,2,66
21.7,64.0,263,493,669,20,165,1169,149,224,10,56
3.2,33.2,17,0,233,89,17,361,35,45,4,65
14.5,75.9,126,371,589,38,101,859,111,185,9,41
29.9,80.2,318,805,884,10,183,1556,249,281,10,49
5.2,81.4,18,169,400,61,13,720,56,42,3,61
23.0,79.9,185,557,758,27,141,1228,165,218,10,40
19.5,67.4,181,419,593,45,134,1251,168,234,10,41
11.5,33.1,88,285,239,56,101,482,87,107,8,71
18.1,75.2,194,409,548,51,103,1012,153,205,10,43
33.6,59.2,314,792,704,7,256,1158,240,319,10,40
37.5,37.1,389,951,679,12,313,1073,300,475,10,47
35.3,60.0,351,847,756,37,251,1306,277,399,10,51
12.7,77.7,98,252,555,31,94,1005,97,81,7,45
29.2,75.0,302,774,768,0,166,1381,258,316,10,47
18.9,72.6,169,565,666,31,100,1050,147,219,10,55
21.6,51.1,220,523,595,50,152,989,196,272,10,46
13.2,55.5,136,311,497,72,97,938,127,132,10,63
26.0,84.8,242,702,797,12,169,1545,227,210,10,47
8.0,46.8,78,100,285,79,76,785,73,135,6,59
27.9,61.8,325,667,714,16,183,991,203,240,10,50
7.8,53.7,32,286,391,72,76,774,51,83,8,59
16.1,50.7,184,451,505,34,137,785,103,223,10,54
2.5,63.8,30,16,332,82,8,805,34,4,3,61
15.3,76.9,189,360,604,47,111,942,94,188,10,41
28.0,63.9,292,673,782,23,189,1371,236,238,10,40
20.4,86.5,193,509,639,42,106,1320,151,195,10,49
37.0,42.0,341,931,793,23,312,1180,295,392,10,47
23.1,41.5,199,579,635,47,166,871,206,255,10,57
3.7,75.1,74,187,361,70,8,694,34,41,4,59
6.9,74.1,89,201,408,52,51,752,41,101,3,61
39.7,40.5,434,1042,700,40,298,1161,342,500,10,52
19.0,84.3,157,535,713,21,115,1293,170,138,10,44
0.9,64.9,37,114,315,68,22,816,0,28,2,59
26.0,88.1,243,630,793,34,127,1456,198,180,10,44
18.0,81.2,202,381,758,49,93,1130,131,127,10,48
20.4,75.4,245,421,744,50,115,1049,156,189,10,40
24.9,30.2,207,615,495,59,203,651,199,286,10,61
38.9,80.0,409,988,905,17,221,1529,287,318,10,27
10.0,76.6,111,332,543,33,66,1057,53,69,8,48
16.1,36.8,210,448,359,51,120,514,112,245,10,60
33.4,39.2,295,909,644,28,258,986,242,409,10,54
37.1,73.7,327,968,914,11,245,1451,290,360,10,31
10.3,54.9,117,334,412,74,74,768,68,135,6,68
1.0,49.2,0,62,354,84,5,439,11,0,2,70
20.3,57.7,163,452,532,55,145,1033,171,191,10,61
4.7,60.7,23,55,277,66,41,617,57,67,2,66
2.2,61.5,12,68,358,70,13,500,35,58,2,66
20.7,80.8,210,485,644,29,122,1066,175,178,10,47
3.2,86.6,35,106,570,43,20,743,42,69,1,59
7.7,88.4,45,246,635,57,36,1095,91,109,6,58
12.9,83.9,150,377,537,33,70,977,76,126,9,56
39.4,54.5,373,906,931,23,270,1305,338,381,10,51
32.8,70.3,353,893,935,12,215,1185,235,331,10,36
10.7,42.8,135,256,342,66,88,507,71,165,7,66
5.8,71.4,21,51,468,63,29,967,25,30,3,49
0.2,63.7,0,0,251,48,0,441,12,0,1,60
22.1,51.7,267,470,528,50,168,1039,150,272,10,57
9.2,88.3,57,292,640,33,54,913,54,99,3,50
16.7,62.5,201,356,612,30,108,795,148,135,10,50
36.5,45.0,319,814,731,23,281,1045,281,422,10,46
37.8,80.3,385,986,974,0,237,1494,292,308,10,28
19.4,86.0,179,500,701,32,127,1408,155,116,10,46
9.0,73.2,108,288,499,54,45,812,61,121,6,60
12.4,61.5,80,321,404,67,81,1060,92,135,7,58
28.5,42.5,250,730,558,43,239,989,211,327,10,50
4.2,53.1,88,124,283,78,26,768,39,0,5,61
29.3,47.8,302,743,596,16,217,1154,255,339,10,41
20.4,74.4,194,607,715,13,128,1217,140,239,10,39
13.1,55.6,81,283,469,42,110,810,129,121,10,60
0.4,81.4,36,0,418,62,0,856,0,0,1,58
4.1,82.1,90,167,464,57,27,826,48,83,4,57
10.6,39.0,154,181,385,45,80,696,80,101,8,69
3.5,43.7,59,89,322,80,42,333,34,53,4,68
35.5,40.5,394,950,666,32,269,978,271,456,10,48
0.2,64.8,0,75,409,61,20,536,10,42,1,54
3.1,32.2,22,26,157,79,40,442,0,11,2,74
5.4,49.9,26,87,285,51,29,622,21,78,5,54
20.2,74.2,202,568,625,30,110,1088,184,231,10,39
24.2,61.1,193,666,660,51,175,1041,205,279,10,46
11.5,36.1,105,258,432,76,94,643,88,155,10,65
9.4,51.9,87,214,405,55,85,512,60,107,6,63
26.6,36.3,292,710,633,24,218,888,219,284,10,55
