ID,Category,Subcategory,Size,Color,Material,Brand,Price Range,Rating,In Stock,Shipping Weight,Age Group
8661,Electronics,Laptops,Large,Green,Plastic,Alpha,Budget,4,true,12.98,Adults
8662,Clothing,Shoes,Medium,Red,Glass,Beta,Premium,2,false,7.59,Seniors
8663,Clothing,Dresses,Medium,Green,Metal,Gamma,Premium,4,false,4.10,Children
8664,Sports,Accessories,Small,White,Plastic,Delta,Budget,3,true,0.88,Children
8665,Sports,Equipment,Medium,Red,Glass,Delta,Mid-range,5,false,18.16,Teens
8666,Clothing,Shoes,Large,Green,Glass,Beta,Mid-range,5,true,16.52,Seniors
8667,Electronics,Accessories,Medium,Purple,Leather,Delta,Luxury,4,false,5.32,Children
8668,Electronics,Phones,Large,Yellow,Leather,Alpha,Premium,1,true,12.28,Children
8669,Electronics,Phones,Medium,Purple,Metal,Delta,Premium,5,false,14.73,Teens
8670,Food,Beverages,Large,Red,Glass,Beta,Budget,1,true,16.15,Adults
8671,Food,Snacks,Large,Purple,Cotton,Alpha,Premium,4,true,6.90,Teens
8672,Food,Snacks,Large,Green,Glass,Alpha,Budget,3,true,18.87,Adults
8673,Clothing,Shirts,Medium,Black,Wood,Gamma,Luxury,4,true,8.72,Seniors
8674,Clothing,Pants,Medium,Yellow,Glass,Delta,Premium,4,true,5.61,Children
8675,Clothing,Shirts,Small,Blue,Plastic,Epsilon,Budget,3,true,14.93,Teens
8676,Sports,Equipment,Small,Green,Cotton,Delta,Budget,3,false,12.45,Seniors
8677,Home,Bath,Small,Blue,Leather,Beta,Premium,4,true,2.48,Teens
8678,Sports,Apparel,Small,Red,Leather,Delta,Luxury,2,false,9.12,Children
8679,Home,Bath,Large,Purple,Glass,Delta,Mid-range,1,true,6.54,Teens
8680,Food,Beverages,Large,Red,Plastic,Delta,Budget,2,false,7.20,Adults
8681,Home,Furniture,Large,Black,Metal,Alpha,Mid-range,1,false,7.30,Seniors
8682,Clothing,Dresses,Large,Red,Cotton,Alpha,Budget,4,true,18.53,Seniors
8683,Food,Snacks,Small,White,Leather,Gamma,Premium,2,true,6.44,Teens
8684,Clothing,Shirts,Small,Green,Metal,Alpha,Premium,2,false,3.31,Seniors
8685,Clothing,Dresses,Small,Purple,Metal,Gamma,Mid-range,1,true,3.67,Children
8686,Electronics,Laptops,Large,Green,Glass,Epsilon,Luxury,3,false,6.77,Adults
8687,Home,Decor,Small,Purple,Wood,Delta,Luxury,1,false,8.25,Seniors
8688,Home,Kitchen,Large,Green,Wood,Delta,Luxury,5,true,8.46,Seniors
8689,Electronics,Tablets,Large,Yellow,Metal,Gamma,Premium,1,true,8.79,Adults
8690,Sports,Apparel,Small,Black,Metal,Epsilon,Luxury,3,false,1.50,Teens
8691,Home,Bath,Large,Black,Cotton,Alpha,Mid-range,2,false,8.68,Teens
8692,Electronics,Accessories,Medium,Purple,Glass,Alpha,Budget,4,true,14.41,Teens
8693,Electronics,Tablets,Small,Purple,Cotton,Epsilon,Premium,2,true,2.77,Adults
8694,Sports,Nutrition,Large,Yellow,Plastic,Alpha,Premium,1,true,15.54,Children
8695,Clothing,Shirts,Medium,Red,Metal,Beta,Mid-range,1,true,14.74,Teens
8696,Sports,Nutrition,Large,Green,Metal,Alpha,Luxury,3,false,5.44,Children
8697,Food,Beverages,Small,Green,Plastic,Gamma,Premium,1,true,5.39,Adults
8698,Sports,Nutrition,Medium,Red,Plastic,Epsilon,Budget,2,true,18.67,Adults
8699,Sports,Nutrition,Large,Purple,Plastic,Gamma,Premium,5,true,9.03,Seniors
8700,Food,Frozen,Large,Green,Plastic,Gamma,Mid-range,5,true,7.32,Adults
8701,Food,Frozen,Large,Black,Wood,Epsilon,Premium,5,true,3.34,Adults
8702,Food,Frozen,Large,Black,Glass,Gamma,Mid-range,2,false,6.63,Teens
8703,Electronics,Tablets,Small,Purple,Metal,Delta,Mid-range,2,false,2.73,Seniors
8704,Sports,Nutrition,Small,Black,Wood,Alpha,Mid-range,5,false,3.38,Teens
8705,Clothing,Pants,Medium,White,Cotton,Alpha,Luxury,1,false,14.36,Seniors
8706,Home,Decor,Large,Red,Plastic,Gamma,Premium,4,false,17.48,Seniors
8707,Clothing,Dresses,Medium,Purple,Glass,Delta,Mid-range,2,true,9.90,Seniors
8708,Sports,Apparel,Large,Green,Wood,Gamma,Mid-range,4,true,17.14,Children
8709,Clothing,Pants,Large,Yellow,Wood,Gamma,Mid-range,2,true,10.48,Teens
8710,Clothing,Shoes,Small,Yellow,Glass,Epsilon,Budget,5,false,11.65,Children
8711,Home,Bath,Large,Green,Leather,Epsilon,Mid-range,5,true,6.63,Adults
8712,Electronics,Laptops,Medium,Purple,Wood,Epsilon,Budget,4,true,13.93,Teens
8713,Sports,Accessories,Small,Yellow,Leather,Gamma,Premium,4,true,14.08,Seniors
8714,Electronics,Accessories,Medium,Yellow,Cotton,Gamma,Budget,4,false,11.45,Teens
8715,Electronics,Phones,Medium,Blue,Cotton,Delta,Premium,2,true,3.13,Children
8716,Clothing,Pants,Medium,Green,Leather,Alpha,Mid-range,3,true,12.59,Adults
8717,Food,Frozen,Large,Purple,Leather,Delta,Premium,3,true,0.98,Adults
8718,Food,Beverages,Small,White,Plastic,Gamma,Budget,4,true,1.56,Teens
8719,Home,Bath,Large,Green,Plastic,Epsilon,Luxury,5,false,3.18,Adults
8720,Food,Beverages,Large,Purple,Wood,Epsilon,Mid-range,2,false,7.85,Children
8721,Sports,Apparel,Medium,Blue,Cotton,Beta,Budget,1,true,15.56,Adults
8722,Food,Beverages,Small,Black,Wood,Epsilon,Premium,1,false,15.88,Teens
8723,Sports,Accessories,Small,Black,Leather,Epsilon,Luxury,2,true,16.59,Teens
8724,Food,Frozen,Small,White,Wood,Beta,Budget,4,true,16.25,Teens
8725,Clothing,Pants,Small,Purple,Wood,Beta,Mid-range,4,true,15.95,Teens
8726,Clothing,Shoes,Medium,White,Wood,Alpha,Mid-range,4,true,1.08,Teens
8727,Clothing,Shoes,Large,Red,Glass,Delta,Luxury,3,true,6.18,Adults
8728,Food,Snacks,Large,Blue,Wood,Delta,Premium,3,true,15.31,Teens
8729,Food,Beverages,Large,Black,Leather,Beta,Luxury,1,true,4.57,Seniors
8730,Home,Decor,Large,Green,Wood,Delta,Mid-range,1,false,0.58,Seniors
8731,Sports,Apparel,Medium,Green,Plastic,Gamma,Budget,3,true,14.77,Children
8732,Clothing,Dresses,Large,Black,Plastic,Delta,Mid-range,1,true,17.06,Children
8733,Sports,Nutrition,Small,Red,Metal,Alpha,Luxury,5,true,13.66,Adults
8734,Clothing,Shoes,Small,Purple,Plastic,Epsilon,Mid-range,2,false,4.95,Seniors
8735,Food,Frozen,Large,White,Wood,Beta,Premium,1,true,6.19,Teens
8736,Food,Snacks,Large,White,Metal,Gamma,Budget,4,false,13.60,Adults
8737,Electronics,Accessories,Small,Blue,Glass,Gamma,Premium,5,true,6.73,Teens
8738,Food,Frozen,Small,Purple,Leather,Gamma,Budget,2,true,18.30,Adults
8739,Food,Frozen,Medium,Green,Glass,Gamma,Mid-range,1,true,8.08,Seniors
8740,Home,Kitchen,Medium,Green,Cotton,Beta,Premium,5,true,13.09,Children
8741,Electronics,Phones,Small,Black,Glass,Delta,Mid-range,2,false,17.79,Adults
8742,Electronics,Laptops,Medium,Yellow,Cotton,Gamma,Luxury,3,true,2.72,Adults
8743,Home,Kitchen,Small,Yellow,Glass,Epsilon,Luxury,5,false,15.56,Adults
8744,Electronics,Phones,Small,Black,Leather,Alpha,Mid-range,2,false,11.08,Seniors
8745,Food,Frozen,Large,Blue,Leather,Gamma,Premium,3,true,14.05,Seniors
8746,Electronics,Laptops,Large,Green,Metal,Gamma,Mid-range,4,true,6.69,Children
8747,Electronics,Phones,Small,Blue,Glass,Gamma,Mid-range,4,false,6.25,Teens
8748,Electronics,Tablets,Large,Red,Wood,Epsilon,Mid-range,5,true,9.81,Teens
8749,Home,Bath,Large,Red,Wood,Beta,Luxury,4,true,2.16,Adults
8750,Home,Bath,Large,Green,Glass,Gamma,Premium,5,false,9.34,Teens
8751,Clothing,Shoes,Large,Purple,Metal,Alpha,Premium,2,true,8.93,Children
8752,Clothing,Shoes,Medium,Red,Glass,Alpha,Luxury,3,true,4.92,Seniors
8753,Home,Bath,Medium,Purple,Plastic,Epsilon,Luxury,5,false,19.21,Seniors
8754,Home,Bath,Small,Purple,Plastic,Beta,Budget,3,true,9.22,Adults
8755,Sports,Equipment,Medium,Green,Leather,Epsilon,Luxury,5,true,19.26,Children
8756,Home,Kitchen,Medium,Blue,Wood,Epsilon,Luxury,4,true,4.65,Adults
8757,Home,Kitchen,Medium,Red,Cotton,Epsilon,Budget,4,true,9.84,Seniors
8758,Sports,Nutrition,Large,Purple,Wood,Beta,Budget,3,false,5.76,Seniors
8759,Sports,Apparel,Small,Yellow,Metal,Delta,Mid-range,5,true,6.19,Adults
8760,Electronics,Accessories,Small,Yellow,Leather,Gamma,Mid-range,1,false,5.88,Seniors
8761,Electronics,Accessories,Large,Red,Wood,Epsilon,Mid-range,1,true,9.41,Adults
8762,Clothing,Dresses,Large,Black,Leather,Beta,Budget,3,true,11.47,Adults
8763,Food,Fresh,Medium,Black,Cotton,Delta,Luxury,4,true,15.02,Seniors
8764,Food,Frozen,Small,White,Wood,Epsilon,Luxury,1,false,18.97,Adults
8765,Sports,Nutrition,Medium,Blue,Wood,Epsilon,Mid-range,3,true,5.28,Adults
8766,Sports,Apparel,Large,Green,Metal,Delta,Budget,1,false,11.46,Teens
8767,Clothing,Pants,Medium,White,Plastic,Alpha,Budget,2,true,17.48,Children
8768,Food,Snacks,Medium,Blue,Leather,Delta,Mid-range,1,true,4.53,Teens
8769,Electronics,Laptops,Medium,Purple,Wood,Epsilon,Premium,2,false,18.86,Teens
8770,Electronics,Phones,Large,Red,Leather,Gamma,Luxury,4,true,8.06,Children
8771,Food,Frozen,Medium,Yellow,Wood,Gamma,Mid-range,3,true,6.76,Adults
8772,Food,Fresh,Small,Yellow,Cotton,Alpha,Mid-range,2,true,2.73,Seniors
8773,Clothing,Shirts,Small,Black,Wood,Epsilon,Luxury,3,true,9.15,Adults
8774,Home,Decor,Medium,Black,Plastic,Epsilon,Budget,5,true,7.57,Adults
8775,Electronics,Laptops,Large,Yellow,Glass,Alpha,Luxury,2,false,10.26,Seniors
8776,Clothing,Pants,Large,Yellow,Leather,Gamma,Premium,4,true,2.49,Teens
8777,Clothing,Shirts,Large,Black,Cotton,Gamma,Premium,4,true,4.34,Children
8778,Home,Kitchen,Large,Purple,Cotton,Delta,Premium,2,true,11.33,Adults
8779,Food,Snacks,Medium,Black,Wood,Epsilon,Mid-range,1,true,5.37,Teens
8780,Food,Fresh,Large,White,Glass,Epsilon,Luxury,3,true,1.64,Adults
8781,Food,Snacks,Medium,Blue,Leather,Gamma,Mid-range,2,true,8.56,Seniors
8782,Home,Kitchen,Large,Red,Metal,Epsilon,Luxury,5,false,14.87,Teens
8783,Home,Kitchen,Large,Blue,Glass,Epsilon,Premium,5,true,5.77,Adults
8784,Sports,Equipment,Medium,Yellow,Glass,Beta,Luxury,4,false,2.44,Seniors
8785,Food,Fresh,Small,Yellow,Metal,Delta,Budget,4,false,15.45,Children
8786,Food,Snacks,Small,Black,Wood,Alpha,Premium,1,true,9.64,Children
8787,Electronics,Accessories,Medium,Red,Wood,Beta,Mid-range,5,true,11.33,Teens
8788,Electronics,Accessories,Small,White,Glass,Delta,Luxury,1,true,15.97,Seniors
8789,Home,Bath,Medium,Green,Metal,Epsilon,Luxury,5,false,15.83,Seniors
8790,Home,Bath,Small,Blue,Plastic,Delta,Budget,2,true,8.47,Adults
8791,Food,Snacks,Small,Yellow,Leather,Delta,Budget,3,false,13.27,Seniors
8792,Electronics,Laptops,Small,Black,Glass,Beta,Luxury,3,false,5.70,Adults
8793,Clothing,Dresses,Small,Red,Wood,Epsilon,Luxury,1,true,10.23,Children
8794,Food,Beverages,Small,Green,Wood,Delta,Premium,5,true,8.49,Adults
8795,Electronics,Phones,Medium,Green,Leather,Gamma,Mid-range,5,true,13.75,Children
8796,Sports,Nutrition,Large,Yellow,Metal,Delta,Budget,2,false,2.31,Children
8797,Food,Beverages,Medium,White,Leather,Gamma,Mid-range,1,true,9.01,Children
8798,Clothing,Shirts,Small,Red,Wood,Beta,Premium,3,true,2.91,Children
8799,Food,Fresh,Small,Purple,Cotton,Beta,Luxury,2,true,12.62,Teens
8800,Sports,Accessories,Large,White,Glass,Gamma,Budget,2,true,10.30,Teens
8801,Sports,Equipment,Large,Blue,Metal,Delta,Premium,3,false,8.36,Seniors
8802,Food,Beverages,Large,Red,Wood,Alpha,Mid-range,5,true,5.95,Children
8803,Food,Snacks,Medium,Purple,Wood,Alpha,Premium,5,false,17.23,Teens
8804,Sports,Apparel,Medium,Yellow,Cotton,Gamma,Luxury,5,true,7.22,Teens
8805,Clothing,Pants,Medium,Green,Cotton,Gamma,Premium,2,false,12.31,Seniors
8806,Electronics,Phones,Small,Green,Plastic,Delta,Luxury,4,true,8.72,Teens
8807,Home,Decor,Small,White,Leather,Epsilon,Luxury,1,false,5.66,Seniors
8808,Electronics,Laptops,Medium,White,Wood,Epsilon,Luxury,3,false,1.29,Teens
8809,Clothing,Pants,Large,Green,Metal,Beta,Luxury,1,false,4.57,Adults
8810,Clothing,Dresses,Medium,Purple,Leather,Delta,Mid-range,3,true,4.87,Seniors
8811,Electronics,Accessories,Medium,Blue,Leather,Gamma,Luxury,2,false,15.14,Adults
8812,Sports,Apparel,Small,Blue,Metal,Beta,Budget,1,true,8.98,Seniors
8813,Clothing,Shirts,Small,Red,Glass,Epsilon,Budget,1,true,3.36,Children
8814,Electronics,Accessories,Large,Green,Wood,Beta,Premium,3,false,7.58,Adults
8815,Sports,Apparel,Large,Yellow,Leather,Epsilon,Budget,3,false,13.00,Adults
8816,Sports,Accessories,Large,Green,Plastic,Beta,Mid-range,1,false,17.10,Adults
8817,Clothing,Shirts,Large,White,Wood,Beta,Luxury,3,true,13.77,Adults
8818,Sports,Apparel,Small,Blue,Metal,Alpha,Mid-range,2,true,9.73,Children
8819,Electronics,Laptops,Small,Green,Wood,Alpha,Budget,3,false,6.32,Adults
8820,Food,Snacks,Small,Green,Glass,Delta,Mid-range,2,true,12.25,Seniors
8821,Clothing,Dresses,Large,Green,Plastic,Gamma,Premium,5,true,19.78,Seniors
8822,Sports,Apparel,Small,Red,Plastic,Delta,Luxury,2,false,19.61,Adults
8823,Home,Decor,Large,Black,Wood,Epsilon,Premium,1,true,2.88,Seniors
8824,Electronics,Accessories,Small,Yellow,Leather,Epsilon,Mid-range,2,true,3.87,Teens
8825,Home,Decor,Medium,White,Cotton,Alpha,Premium,4,false,11.25,Adults
8826,Sports,Accessories,Medium,Black,Metal,Gamma,Premium,4,true,14.99,Seniors
8827,Clothing,Pants,Medium,Red,Metal,Delta,Luxury,4,false,0.27,Children
8828,Sports,Equipment,Large,Blue,Wood,Epsilon,Mid-range,3,true,18.54,Children
8829,Clothing,Shirts,Large,Blue,Leather,Gamma,Premium,3,true,2.70,Seniors
8830,Home,Bath,Large,White,Plastic,Alpha,Luxury,3,true,18.31,Children
8831,Sports,Apparel,Small,Yellow,Metal,Epsilon,Luxury,1,true,7.50,Teens
8832,Home,Furniture,Medium,White,Cotton,Beta,Budget,3,true,13.08,Seniors
8833,Clothing,Shirts,Large,Green,Wood,Beta,Luxury,5,false,8.90,Teens
8834,Clothing,Shoes,Large,Blue,Wood,Delta,Luxury,2,false,5.12,Children
8835,Food,Frozen,Small,Purple,Leather,Beta,Premium,1,true,4.20,Teens
8836,Home,Furniture,Medium,Green,Wood,Alpha,Luxury,5,true,14.73,Adults
8837,Home,Bath,Large,White,Wood,Gamma,Mid-range,3,true,10.46,Adults
8838,Clothing,Shoes,Large,White,Glass,Delta,Premium,2,true,17.52,Children
8839,Home,Kitchen,Small,Green,Plastic,Epsilon,Mid-range,1,true,15.86,Seniors
8840,Clothing,Dresses,Large,Black,Plastic,Delta,Luxury,1,true,4.23,Teens
8841,Sports,Nutrition,Small,Yellow,Glass,Beta,Mid-range,4,false,2.25,Children
8842,Electronics,Phones,Medium,Red,Cotton,Gamma,Budget,5,false,3.31,Seniors
8843,Food,Beverages,Large,Black,Glass,Beta,Budget,2,true,13.72,Teens
8844,Food,Fresh,Large,Blue,Metal,Delta,Premium,3,false,0.90,Adults
8845,Home,Furniture,Medium,Black,Plastic,Epsilon,Budget,4,true,18.36,Seniors
8846,Electronics,Laptops,Medium,Purple,Leather,Alpha,Premium,1,false,2.10,Children
8847,Electronics,Tablets,Large,Blue,Metal,Delta,Budget,1,false,18.98,Children
8848,Clothing,Pants,Small,Purple,Leather,Delta,Mid-range,2,true,2.64,Teens
8849,Home,Furniture,Medium,Blue,Plastic,Beta,Luxury,2,true,15.92,Teens
8850,Clothing,Pants,Small,Yellow,Wood,Alpha,Luxury,2,true,7.18,Children
8851,Electronics,Tablets,Medium,Purple,Glass,Delta,Luxury,4,false,7.49,Children
8852,Clothing,Pants,Small,White,Wood,Delta,Mid-range,2,true,3.43,Seniors
8853,Sports,Apparel,Large,Green,Wood,Epsilon,Budget,2,false,16.89,Adults
8854,Sports,Accessories,Large,Purple,Glass,Epsilon,Budget,3,true,6.91,Children
8855,Electronics,Tablets,Small,Yellow,Metal,Gamma,Luxury,4,true,19.37,Seniors
8856,Sports,Equipment,Large,Black,Plastic,Delta,Luxury,2,true,17.93,Adults
8857,Home,Decor,Large,White,Leather,Epsilon,Mid-range,1,false,4.23,Teens
8858,Electronics,Laptops,Large,Green,Metal,Alpha,Budget,2,true,7.74,Children
8859,Clothing,Pants,Medium,Green,Cotton,Gamma,Luxury,5,false,13.12,Seniors
8860,Home,Bath,Medium,Red,Glass,Delta,Luxury,3,false,13.96,Teens
8861,Food,Snacks,Medium,White,Wood,Delta,Premium,5,false,12.70,Children
8862,Sports,Accessories,Medium,Red,Wood,Alpha,Premium,1,true,0.68,Teens
8863,Food,Fresh,Medium,Purple,Wood,Gamma,Budget,2,false,16.48,Teens
8864,Home,Furniture,Large,Green,Cotton,Beta,Budget,5,false,12.31,Children
8865,Sports,Nutrition,Large,Green,Metal,Delta,Budget,4,true,18.90,Adults
8866,Electronics,Laptops,Small,Red,Metal,Alpha,Premium,3,false,4.96,Children
8867,Clothing,Dresses,Medium,Green,Glass,Alpha,Luxury,5,false,17.98,Teens
8868,Sports,Apparel,Large,Black,Plastic,Gamma,Premium,1,true,18.18,Seniors
8869,Food,Beverages,Medium,Purple,Metal,Epsilon,Mid-range,1,true,11.13,Adults
8870,Electronics,Accessories,Medium,Black,Plastic,Epsilon,Budget,1,false,3.34,Children
8871,Sports,Nutrition,Large,Black,Metal,Delta,Budget,4,true,16.12,Teens
8872,Home,Furniture,Small,Black,Metal,Beta,Luxury,4,true,10.21,Children
8873,Clothing,Shoes,Medium,Yellow,Metal,Alpha,Luxury,2,true,17.73,Adults
8874,Sports,Apparel,Medium,Blue,Plastic,Beta,Budget,4,false,15.22,Teens
8875,Home,Decor,Large,Purple,Cotton,Alpha,Budget,2,true,3.43,Teens
8876,Home,Furniture,Medium,Green,Glass,Epsilon,Budget,3,true,6.27,Children
8877,Sports,Accessories,Medium,Purple,Cotton,Epsilon,Luxury,5,false,12.39,Seniors
8878,Electronics,Laptops,Large,Purple,Wood,Delta,Premium,2,true,6.75,Seniors
8879,Electronics,Phones,Large,Red,Plastic,Gamma,Mid-range,1,true,17.96,Adults
8880,Home,Furniture,Medium,Green,Wood,Alpha,Mid-range,3,true,18.26,Teens
8881,Home,Furniture,Medium,Green,Metal,Delta,Luxury,4,true,16.01,Seniors
8882,Home,Bath,Medium,White,Leather,Beta,Mid-range,4,true,9.40,Teens
8883,Electronics,Laptops,Small,Red,Glass,Alpha,Luxury,3,true,5.64,Seniors
8884,Electronics,Tablets,Large,Yellow,Cotton,Epsilon,Luxury,3,true,9.99,Seniors
8885,Sports,Nutrition,Medium,Green,Glass,Alpha,Budget,3,false,9.87,Adults
8886,Food,Snacks,Medium,Red,Glass,Delta,Luxury,4,true,7.89,Children
8887,Home,Furniture,Medium,Red,Leather,Epsilon,Premium,2,true,4.27,Adults
8888,Clothing,Dresses,Medium,White,Leather,Beta,Mid-range,5,true,12.99,Teens
8889,Home,Decor,Small,Yellow,Metal,Delta,Premium,1,false,14.58,Seniors
8890,Home,Kitchen,Large,Green,Glass,Gamma,Luxury,1,false,3.51,Adults
8891,Home,Bath,Medium,Green,Plastic,Epsilon,Luxury,2,true,10.70,Seniors
8892,Home,Bath,Large,White,Plastic,Alpha,Budget,4,false,6.72,Seniors
8893,Electronics,Phones,Medium,White,Wood,Epsilon,Mid-range,1,true,4.89,Teens
8894,Sports,Nutrition,Large,Black,Glass,Epsilon,Luxury,1,true,13.42,Teens
8895,Food,Beverages,Large,Red,Leather,Delta,Mid-range,2,true,19.03,Children
8896,Clothing,Shirts,Small,Black,Leather,Alpha,Luxury,5,true,2.78,Children
8897,Home,Decor,Large,Purple,Glass,Epsilon,Budget,4,false,13.37,Seniors
8898,Clothing,Pants,Small,Blue,Wood,Gamma,Mid-range,3,true,16.38,Seniors
8899,Food,Fresh,Medium,Blue,Metal,Beta,Mid-range,4,true,14.30,Adults
8900,Home,Kitchen,Large,Red,Cotton,Alpha,Luxury,1,true,6.81,Teens
8901,Electronics,Tablets,Medium,Red,Wood,Delta,Mid-range,4,true,5.13,Adults
8902,Clothing,Shoes,Small,Black,Leather,Delta,Mid-range,1,false,13.53,Seniors
8903,Electronics,Accessories,Small,Green,Glass,Epsilon,Mid-range,4,false,7.21,Children
8904,Clothing,Pants,Small,Green,Leather,Epsilon,Luxury,3,true,19.24,Teens
8905,Sports,Accessories,Small,Green,Wood,Delta,Budget,2,true,5.49,Teens
8906,Electronics,Laptops,Medium,Purple,Metal,Beta,Budget,5,false,5.40,Children
8907,Electronics,Tablets,Small,Green,Metal,Epsilon,Mid-range,2,true,15.64,Teens
8908,Sports,Accessories,Small,Purple,Plastic,Beta,Mid-range,2,true,4.18,Adults
8909,Sports,Nutrition,Large,Red,Wood,Delta,Luxury,2,false,5.28,Seniors
8910,Sports,Accessories,Small,Blue,Glass,Beta,Luxury,5,true,0.45,Seniors
8911,Clothing,Shoes,Large,Blue,Metal,Alpha,Premium,5,true,6.21,Seniors
8912,Food,Frozen,Large,White,Cotton,Delta,Premium,2,true,1.17,Teens
8913,Clothing,Pants,Small,Yellow,Glass,Beta,Premium,2,false,17.26,Adults
8914,Electronics,Laptops,Small,Purple,Plastic,Delta,Budget,1,true,10.75,Seniors
8915,Food,Frozen,Large,Black,Plastic,Gamma,Mid-range,5,true,7.28,Children
8916,Home,Decor,Large,Purple,Wood,Epsilon,Budget,4,true,1.34,Teens
8917,Sports,Nutrition,Large,Black,Metal,Delta,Budget,3,true,12.13,Seniors
8918,Home,Furniture,Medium,Black,Leather,Gamma,Budget,1,true,1.33,Children
8919,Sports,Equipment,Medium,Blue,Cotton,Epsilon,Mid-range,2,false,19.13,Seniors
8920,Home,Furniture,Small,Green,Cotton,Delta,Luxury,5,true,4.43,Teens
8921,Food,Fresh,Small,Red,Plastic,Epsilon,Luxury,2,true,15.52,Adults
8922,Electronics,Tablets,Small,Blue,Cotton,Alpha,Premium,4,false,0.37,Adults
8923,Sports,Accessories,Medium,Red,Plastic,Gamma,Budget,4,true,15.29,Teens
8924,Clothing,Shoes,Medium,White,Metal,Gamma,Premium,5,true,6.65,Children
8925,Sports,Equipment,Large,Black,Wood,Alpha,Premium,4,true,3.30,Adults
8926,Clothing,Shirts,Medium,Red,Wood,Gamma,Mid-range,2,true,13.34,Seniors
8927,Home,Bath,Medium,Black,Leather,Alpha,Budget,5,true,17.15,Adults
8928,Clothing,Dresses,Large,Green,Cotton,Alpha,Luxury,1,true,12.62,Teens
8929,Clothing,Shoes,Small,Green,Plastic,Gamma,Premium,2,true,8.50,Adults
8930,Clothing,Pants,Large,Green,Leather,Epsilon,Budget,1,false,19.68,Children
8931,Sports,Accessories,Small,Black,Metal,Alpha,Budget,2,false,4.42,Adults
8932,Electronics,Accessories,Small,Red,Glass,Delta,Budget,1,true,17.59,Adults
8933,Electronics,Tablets,Medium,Blue,Plastic,Epsilon,Budget,1,true,13.41,Teens
8934,Clothing,Shirts,Medium,Yellow,Plastic,Epsilon,Luxury,4,true,13.81,Children
8935,Clothing,Shoes,Large,Blue,Plastic,Gamma,Luxury,2,false,14.63,Seniors
8936,Home,Decor,Large,Black,Wood,Alpha,Luxury,4,true,15.40,Adults
8937,Food,Fresh,Small,Black,Wood,Beta,Premium,2,true,15.74,Seniors
8938,Sports,Nutrition,Small,Green,Cotton,Delta,Mid-range,3,false,9.29,Adults
8939,Sports,Accessories,Medium,Blue,Wood,Beta,Luxury,2,false,15.26,Children
8940,Clothing,Dresses,Small,White,Metal,Delta,Mid-range,4,true,8.25,Teens
8941,Food,Frozen,Small,Red,Leather,Alpha,Luxury,2,true,8.81,Children
8942,Home,Decor,Medium,Purple,Glass,Beta,Premium,2,true,8.49,Adults
8943,Clothing,Pants,Medium,Purple,Glass,Beta,Budget,2,true,11.70,Adults
8944,Clothing,Dresses,Medium,Red,Metal,Epsilon,Luxury,4,true,14.75,Teens
8945,Electronics,Tablets,Small,Blue,Cotton,Epsilon,Mid-range,4,true,16.36,Children
8946,Food,Snacks,Small,Green,Cotton,Epsilon,Luxury,5,true,12.09,Seniors
8947,Food,Frozen,Large,Purple,Leather,Gamma,Luxury,2,false,11.65,Seniors
8948,Clothing,Dresses,Small,Purple,Metal,Beta,Luxury,2,true,9.15,Children
8949,Clothing,Shirts,Large,Black,Glass,Alpha,Luxury,2,false,9.95,Children
8950,Electronics,Accessories,Small,Blue,Cotton,Beta,Premium,5,false,6.77,Children
8951,Food,Frozen,Medium,Blue,Plastic,Gamma,Luxury,3,true,0.81,Children
8952,Food,Fresh,Medium,Red,Plastic,Alpha,Mid-range,1,false,5.80,Teens
8953,Clothing,Shirts,Medium,Blue,Metal,Gamma,Budget,3,false,7.99,Seniors
8954,Clothing,Dresses,Medium,Blue,Metal,Delta,Mid-range,1,true,4.43,Teens
8955,Clothing,Pants,Large,Blue,Glass,Delta,Mid-range,2,true,5.26,Children
8956,Clothing,Shoes,Medium,Black,Metal,Alpha,Mid-range,2,true,11.68,Children
8957,Sports,Apparel,Medium,Black,Leather,Delta,Mid-range,2,true,11.22,Children
8958,Food,Beverages,Small,Yellow,Plastic,Beta,Mid-range,2,true,6.46,Children
8959,Food,Frozen,Small,Green,Cotton,Alpha,Budget,5,true,12.49,Seniors
8960,Clothing,Pants,Large,Black,Cotton,Epsilon,Luxury,5,true,8.92,Adults
8961,Sports,Equipment,Small,Red,Leather,Delta,Budget,2,true,15.90,Children
8962,Electronics,Laptops,Small,Green,Metal,Gamma,Mid-range,2,true,19.30,Seniors
8963,Food,Fresh,Large,Purple,Cotton,Alpha,Luxury,2,true,5.65,Teens
8964,Electronics,Accessories,Small,White,Cotton,Epsilon,Premium,4,true,17.82,Seniors
8965,Home,Bath,Medium,Green,Metal,Epsilon,Budget,2,true,18.24,Seniors
8966,Electronics,Tablets,Medium,White,Glass,Epsilon,Mid-range,5,false,16.74,Teens
8967,Home,Furniture,Small,Blue,Cotton,Epsilon,Premium,4,true,19.88,Adults
8968,Food,Frozen,Large,Green,Cotton,Epsilon,Mid-range,5,false,15.75,Teens
8969,Electronics,Phones,Large,Red,Cotton,Epsilon,Budget,3,false,19.03,Teens
8970,Sports,Nutrition,Large,White,Wood,Delta,Premium,3,true,18.57,Teens
8971,Clothing,Shoes,Large,Black,Leather,Alpha,Luxury,3,true,1.58,Adults
8972,Food,Frozen,Small,White,Cotton,Epsilon,Premium,1,true,12.17,Children
